Feature	rank_it_0	rank_it_1	rank_it_2	rank_it_3	rank_it_4	rank_it_5	rank_it_6	rank_it_7	rank_it_8	rank_it_9
ENSG00000156413|FUT6|protein_coding	2	2	2	57	2	2	59	2	2	2
ENSG00000156453|PCDH1|protein_coding	2	2	2	2	1	1	1	2	1	1
ENSG00000157350|ST3GAL2|protein_coding	380	391	120	380	177	387	85	389	389	389
ENSG00000157703|SVOPL|protein_coding	380	391	385	380	148	387	390	389	389	168
ENSG00000157992|KRTCAP3|protein_coding	380	391	385	129	386	387	390	389	389	389
ENSG00000158106|RHPN1|protein_coding	380	391	385	380	386	169	165	122	172	389
ENSG00000158158|CNNM4|protein_coding	2	2	2	13	2	10	2	2	2	2
ENSG00000158315|RHBDL2|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000158769|F11R|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000158987|RAPGEF6|protein_coding	2	2	1	2	1	1	2	1	1	2
ENSG00000159128|IFNGR2|protein_coding	90	40	161	380	386	387	119	389	172	389
ENSG00000159166|LAD1|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000159314|ARHGAP27|protein_coding	155	391	385	380	386	169	390	389	389	389
ENSG00000159842|ABR|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000159871|LYPD5|protein_coding	15	100	20	16	31	43	36	30	40	37
ENSG00000160111|CPAMD8|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000160183|TMPRSS3|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000160209|PDXK|protein_coding	2	2	1	1	2	1	1	2	2	1
ENSG00000160219|GAB3|protein_coding	7	84	80	51	12	39	35	54	24	123
ENSG00000160588|MPZL3|protein_coding	380	391	385	380	386	169	390	389	389	389
ENSG00000160862|AZGP1|protein_coding	380	167	161	90	386	107	60	122	199	389
ENSG00000161905|ALOX15|protein_coding	380	391	120	380	177	387	390	389	389	168
ENSG00000161921|CXCL16|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000161955|TNFSF13|protein_coding	380	391	385	380	386	387	119	389	389	389
ENSG00000161960|EIF4A1|protein_coding	7	41	3	2	16	17	14	25	15	4
ENSG00000162032|SPSB3|protein_coding	155	118	120	47	88	387	44	113	144	106
ENSG00000162069|BICDL2|protein_coding	380	391	161	380	386	387	390	389	389	389
ENSG00000162366|PDZK1IP1|protein_coding	2	2	2	2	2	2	2	2	5	3
ENSG00000162398|LEXM|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000162522|KIAA1522|protein_coding	380	391	385	380	386	169	390	389	389	389
ENSG00000162614|NEXN|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000162669|HFM1|protein_coding	380	167	385	163	177	387	390	389	389	389
ENSG00000162694|EXTL2|protein_coding	380	167	385	380	386	169	199	191	172	138
ENSG00000162910|MRPL55|protein_coding	380	391	385	380	386	169	390	164	389	389
ENSG00000162931|TRIM17|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000162949|CAPN13|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000163069|SGCB|protein_coding	101	391	385	163	386	125	119	389	125	389
ENSG00000163104|SMARCAD1|protein_coding	155	203	97	163	386	169	390	389	389	389
ENSG00000163106|HPGDS|protein_coding	380	167	120	380	386	387	199	164	125	389
ENSG00000163121|NEURL3|protein_coding	155	203	385	380	177	125	165	389	389	389
ENSG00000163220|S100A9|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000163281|GNPDA2|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000163291|PAQR3|protein_coding	2	2	2	2	2	1	2	1	2	1
ENSG00000163357|DCST1|protein_coding	380	391	385	380	386	387	390	164	172	389
ENSG00000163435|ELF3|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000163481|RNF25|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000163512|AZI2|protein_coding	1	2	2	2	1	2	2	1	1	2
ENSG00000163596|ICA1L|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000163624|CDS1|protein_coding	54	36	20	79	36	57	73	50	104	49
ENSG00000163625|WDFY3|protein_coding	155	91	90	47	100	86	62	76	72	168
ENSG00000163694|RBM47|protein_coding	155	167	385	380	128	199	136	164	172	123
ENSG00000163746|PLSCR2|protein_coding	155	167	161	380	177	125	390	164	389	389
ENSG00000163932|PRKCD|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000163993|S100P|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000164086|DUSP7|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000164111|ANXA5|protein_coding	380	391	385	380	386	387	390	199	389	389
ENSG00000164506|STXBP5|protein_coding	155	391	385	380	386	387	390	164	389	389
ENSG00000164509|IL31RA|protein_coding	110	167	161	163	128	387	97	164	67	168
ENSG00000164574|GALNT10|protein_coding	55	391	385	380	128	142	390	389	125	168
ENSG00000164626|KCNK5|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000164695|CHMP4C|protein_coding	380	167	120	103	386	387	165	389	172	123
ENSG00000164741|DLC1|protein_coding	155	391	385	380	386	387	390	389	389	389
ENSG00000164855|TMEM184A|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000164920|OSR2|protein_coding	21	15	12	29	29	15	12	38	7	29
ENSG00000165091|TMC1|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000165125|TRPV6|protein_coding	2	2	2	2	2	2	2	2	2	15
ENSG00000165410|CFL2|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000165591|FAAH2|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000165617|DACT1|protein_coding	155	203	385	129	128	169	199	389	58	389
ENSG00000165794|SLC39A2|protein_coding	1	2	2	1	2	1	2	2	2	2
ENSG00000165891|E2F7|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000165912|PACSIN3|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000165915|SLC39A13|protein_coding	380	118	385	114	128	86	390	199	389	199
ENSG00000165929|TC2N|protein_coding	1	2	1	2	2	2	1	2	2	2
ENSG00000165959|CLMN|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000166073|GPR176|protein_coding	155	391	385	163	177	80	67	389	172	77
ENSG00000166130|IKBIP|protein_coding	380	391	385	163	386	387	390	389	389	199
ENSG00000166145|SPINT1|protein_coding	380	391	133	380	128	125	390	84	389	138
ENSG00000166147|FBN1|protein_coding	380	391	80	163	386	125	390	164	389	389
ENSG00000166450|PRTG|protein_coding	43	2	2	2	2	2	2	2	2	2
ENSG00000166510|CCDC68|protein_coding	3	22	20	4	2	2	68	15	19	13
ENSG00000166535|A2ML1|protein_coding	31	14	27	11	4	18	17	5	34	33
ENSG00000166780|C16orf45|protein_coding	155	118	161	163	100	75	390	389	125	389
ENSG00000166997|CNPY4|protein_coding	2	2	2	1	2	1	2	2	2	2
ENSG00000167183|PRR15L|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000167306|MYO5B|protein_coding	380	203	385	380	386	125	165	389	389	389
ENSG00000167608|TMC4|protein_coding	41	64	120	50	60	54	81	68	199	33
ENSG00000167642|SPINT2|protein_coding	155	391	385	114	45	387	165	104	389	123
ENSG00000167674|ENSG00000167674|protein_coding	15	5	14	2	2	3	7	2	10	10
ENSG00000167754|KLK5|protein_coding	1	2	2	1	1	2	2	2	2	2
ENSG00000167755|KLK6|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000167861|HID1|protein_coding	48	53	120	90	55	26	53	164	79	85
ENSG00000167880|EVPL|protein_coding	9	11	25	14	27	20	40	62	32	23
ENSG00000168143|FAM83B|protein_coding	380	167	385	380	177	387	390	389	389	389
ENSG00000168297|PXK|protein_coding	155	391	385	380	88	387	199	164	389	168
ENSG00000168447|SCNN1B|protein_coding	380	167	161	114	128	199	165	122	125	123
ENSG00000168453|HR|protein_coding	2	9	2	11	10	78	12	23	2	27
ENSG00000168961|LGALS9|protein_coding	155	391	385	163	148	66	165	199	389	112
ENSG00000169035|KLK7|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000169241|SLC50A1|protein_coding	380	391	385	163	177	387	119	91	104	389
ENSG00000169242|EFNA1|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000169554|ZEB2|protein_coding	22	29	20	17	24	22	3	4	51	21
ENSG00000169826|CSGALNACT2|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000169891|REPS2|protein_coding	155	391	385	380	386	387	390	389	389	389
ENSG00000170242|USP47|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000170374|SP7|protein_coding	380	391	97	380	177	387	390	164	389	389
ENSG00000170390|DCLK2|protein_coding	380	167	120	114	143	107	390	91	92	87
ENSG00000170417|TMEM182|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000170430|MGMT|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000170445|HARS|protein_coding	58	167	120	380	62	99	78	104	172	389
ENSG00000170456|DENND5B|protein_coding	1	2	1	2	1	2	2	2	1	2
ENSG00000170464|DNAJC18|protein_coding	155	91	28	21	49	66	68	70	72	45
ENSG00000170917|NUDT6|protein_coding	1	2	1	1	1	2	1	2	1	2
ENSG00000171124|FUT3|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000171219|CDC42BPG|protein_coding	67	167	97	74	90	199	192	65	104	68
ENSG00000171345|KRT19|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000171346|KRT15|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000171766|GATM|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000171806|METTL18|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000171951|SCG2|protein_coding	1	1	1	2	1	2	1	2	2	2
ENSG00000172073|TEX37|protein_coding	380	77	120	380	177	387	390	164	172	168
ENSG00000172243|CLEC7A|protein_coding	380	391	385	114	386	199	119	122	172	168
ENSG00000172382|PRSS27|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000172818|OVOL1|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000172819|RARG|protein_coding	2	2	2	2	2	2	2	2	2	2
ENSG00000172830|SSH3|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000173227|SYT12|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000173273|TNKS|protein_coding	2	21	6	22	3	9	29	6	9	21
ENSG00000173376|NDNF|protein_coding	380	391	385	380	177	387	165	389	389	168
ENSG00000173852|DPY19L1|protein_coding	155	391	385	380	386	387	390	389	389	389
ENSG00000174099|MSRB3|protein_coding	71	26	44	25	36	61	72	96	96	33
ENSG00000174292|TNK1|protein_coding	1	2	1	2	2	2	2	2	2	1
ENSG00000174915|PTDSS2|protein_coding	71	118	120	114	84	78	165	104	77	94
ENSG00000174950|CD164L2|protein_coding	155	167	385	380	386	169	390	389	125	389
ENSG00000175318|GRAMD2|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000175707|KDF1|protein_coding	380	391	385	103	386	387	165	122	389	123
ENSG00000175895|PLEKHF2|protein_coding	90	167	161	380	386	387	165	95	389	389
ENSG00000176387|HSD11B2|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000176532|PRR15|protein_coding	155	391	385	380	386	169	390	389	389	389
ENSG00000176658|MYO1D|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000176903|PNMA1|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000176945|MUC20|protein_coding	155	391	104	163	177	387	390	389	389	389
ENSG00000177311|ZBTB38|protein_coding	90	77	161	39	110	387	192	122	172	123
ENSG00000177707|NECTIN3|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000177791|MYOZ1|protein_coding	67	391	385	380	177	169	119	164	172	138
ENSG00000177989|ODF3B|protein_coding	155	391	385	380	386	169	390	164	389	389
ENSG00000178031|ADAMTSL1|protein_coding	155	105	135	69	78	387	97	164	92	45
ENSG00000178075|GRAMD1C|protein_coding	380	133	193	114	68	99	82	70	125	94
ENSG00000178750|STX19|protein_coding	380	118	385	163	386	387	119	164	125	389
ENSG00000178921|PFAS|protein_coding	380	203	385	129	386	125	165	122	172	389
ENSG00000179104|TMTC2|protein_coding	110	118	161	129	128	86	165	164	144	389
ENSG00000179178|TMEM125|protein_coding	155	391	385	380	386	387	390	389	389	389
ENSG00000179299|NSUN7|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000179627|ZBTB42|protein_coding	1	2	2	1	2	2	2	2	1	1
ENSG00000179862|CITED4|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000179913|B3GNT3|protein_coding	380	167	193	380	128	387	390	164	172	389
ENSG00000180432|CYP8B1|protein_coding	90	70	385	163	386	199	390	389	172	168
ENSG00000180921|FAM83H|protein_coding	380	391	385	380	148	107	390	389	389	389
ENSG00000181104|F2R|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000181274|FRAT2|protein_coding	155	70	161	41	386	169	32	84	389	94
ENSG00000181284|TMEM102|protein_coding	380	167	54	163	386	107	390	70	125	123
ENSG00000181392|SYNE4|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000181773|GPR3|protein_coding	1	1	2	1	1	1	1	2	1	1
ENSG00000181827|RFX7|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000181885|CLDN7|protein_coding	155	167	161	380	386	387	390	80	389	389
ENSG00000181904|C5orf24|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000182107|TMEM30B|protein_coding	155	48	73	163	40	34	119	50	144	94
ENSG00000182287|AP1S2|protein_coding	155	118	120	90	100	66	75	65	104	77
ENSG00000182534|MXRA7|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000182782|HCAR2|protein_coding	57	167	161	90	84	125	165	133	67	65
ENSG00000183160|TMEM119|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000183742|MACC1|protein_coding	1	1	2	2	1	2	2	2	1	2
ENSG00000183853|KIRREL|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000184012|TMPRSS2|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000184014|DENND5A|protein_coding	380	391	161	163	386	387	390	389	172	389
ENSG00000184363|PKP3|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000185989|RASA3|protein_coding	90	91	58	99	128	169	89	80	389	389
ENSG00000186160|CYP4Z1|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000186212|SOWAHB|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000186377|CYP4X1|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000186832|KRT16|protein_coding	37	70	67	44	20	28	79	13	41	57
ENSG00000186854|TRABD2A|protein_coding	1	2	2	2	1	2	1	1	1	1
ENSG00000186908|ZDHHC17|protein_coding	155	167	193	163	177	199	165	389	172	389
ENSG00000187109|NAP1L1|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000187554|TLR5|protein_coding	2	2	2	2	5	2	11	2	2	2
ENSG00000188112|C6orf132|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000188215|DCUN1D3|protein_coding	17	24	31	67	27	99	32	54	30	35
ENSG00000188313|PLSCR1|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000188505|NCCRP1|protein_coding	1	1	1	1	1	1	2	2	2	2
ENSG00000188766|SPRED3|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000188883|KLRG2|protein_coding	380	91	72	380	94	387	390	389	199	168
ENSG00000189051|RNF222|protein_coding	380	391	385	380	177	125	165	389	389	389
ENSG00000189143|CLDN4|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000189280|GJB5|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000189334|S100A14|protein_coding	20	118	84	129	43	125	40	104	125	389
ENSG00000189377|CXCL17|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000189410|SH2D5|protein_coding	71	62	62	82	58	78	131	77	67	389
ENSG00000189433|GJB4|protein_coding	60	49	46	34	29	49	48	50	62	57
ENSG00000196159|FAT4|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000196187|TMEM63A|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000196189|SEMA4A|protein_coding	380	167	77	114	177	125	390	50	389	389
ENSG00000196407|THEM5|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000196586|MYO6|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000196639|HRH1|protein_coding	380	167	86	380	177	99	65	389	62	45
ENSG00000196684|HSH2D|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000196781|TLE1|protein_coding	155	100	104	63	76	39	97	104	144	48
ENSG00000196872|KIAA1211L|protein_coding	380	133	91	90	110	169	390	164	199	168
ENSG00000196923|PDLIM7|protein_coding	380	391	385	163	386	387	390	389	389	389
ENSG00000196950|SLC39A10|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000197043|ANXA6|protein_coding	155	391	385	380	177	387	390	389	172	389
ENSG00000197070|ARRDC1|protein_coding	110	118	47	380	386	125	106	389	92	54
ENSG00000197165|SULT1A2|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000197217|ENTPD4|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000197256|KANK2|protein_coding	37	55	52	71	36	15	37	39	29	47
ENSG00000197279|ZNF165|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000197343|ZNF655|protein_coding	380	391	193	380	386	125	390	389	389	389
ENSG00000197479|PCDHB11|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000197506|SLC28A3|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000197535|MYO5A|protein_coding	110	391	69	163	386	387	390	104	389	106
ENSG00000197822|OCLN|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000197860|SGTB|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000197872|FAM49A|protein_coding	155	167	63	163	386	86	390	164	172	168
ENSG00000198125|MB|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000198189|HSD17B11|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000198355|PIM3|protein_coding	380	203	385	380	386	387	390	389	389	168
ENSG00000198612|COPS8|protein_coding	2	1	1	2	2	2	1	1	1	1
ENSG00000198730|CTR9|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000198791|CNOT7|protein_coding	380	133	385	380	110	169	97	104	125	71
ENSG00000198856|OSTC|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000203499|FAM83H-AS1|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000204217|BMPR2|protein_coding	3	8	60	7	9	5	4	27	20	7
ENSG00000204388|HSPA1B|protein_coding	380	391	385	380	386	387	390	389	389	168
ENSG00000204538|PSORS1C2|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000204564|C6orf136|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000204580|DDR1|protein_coding	380	118	193	163	386	387	119	199	389	168
ENSG00000204616|TRIM31|protein_coding	110	167	193	57	148	169	390	389	199	168
ENSG00000204618|RNF39|protein_coding	77	45	59	44	19	39	32	45	37	83
ENSG00000205060|SLC35B4|protein_coding	380	167	161	47	88	93	119	74	104	106
ENSG00000205220|PSMB10|protein_coding	90	391	385	380	386	107	390	133	88	168
ENSG00000205277|MUC12|protein_coding	380	203	385	380	386	387	390	389	389	389
ENSG00000205336|ADGRG1|protein_coding	101	391	120	163	386	387	390	389	389	168
ENSG00000205667|ARSH|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000205744|DENND1C|protein_coding	380	391	385	380	128	387	390	389	172	389
ENSG00000206418|RAB12|protein_coding	155	91	385	380	68	387	390	58	125	106
ENSG00000213465|ARL2|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000213937|CLDN9|protein_coding	46	34	63	79	128	39	75	35	104	59
ENSG00000213995|NAXD|protein_coding	71	167	97	380	177	169	390	389	104	77
ENSG00000214530|STARD10|protein_coding	380	167	385	380	84	86	165	389	88	389
ENSG00000215045|GRID2IP|protein_coding	380	167	120	380	386	387	199	164	172	389
ENSG00000215845|TSTD1|protein_coding	155	203	385	380	386	387	165	164	172	389
ENSG00000221963|APOL6|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000221988|PPT2|protein_coding	41	133	120	67	78	80	136	29	42	77
ENSG00000223573|TINCR|protein_coding	380	167	161	380	386	387	199	199	389	389
ENSG00000225526|MKRN2OS|protein_coding	155	391	161	163	177	387	165	389	389	123
ENSG00000230797|YY2|protein_coding	380	391	385	163	128	169	390	164	389	168
ENSG00000233493|TMEM238|protein_coding	90	133	97	39	128	86	97	104	51	168
ENSG00000235750|KIAA0040|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000235863|B3GALT4|protein_coding	46	105	161	380	74	125	73	58	144	168
ENSG00000237289|CKMT1B|protein_coding	2	1	1	2	2	1	2	1	2	2
ENSG00000237330|RNF223|protein_coding	110	391	385	380	177	387	390	389	389	168
ENSG00000237441|RGL2|protein_coding	43	31	70	90	128	34	53	47	33	94
ENSG00000241106|HLA-DOB|protein_coding	90	391	161	163	386	169	165	389	172	94
ENSG00000241484|ARHGAP8|protein_coding	24	51	40	47	60	29	30	18	23	16
ENSG00000241852|C8orf58|protein_coding	380	167	107	163	177	99	119	389	389	168
ENSG00000248405|PRR5-ARHGAP8|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000248871|TNFSF12-TNFSF13|protein_coding	380	391	50	114	177	169	97	389	79	199
ENSG00000253313|C1orf210|protein_coding	380	391	193	380	386	387	390	389	389	389
ENSG00000254445|HSPB2-C11orf52|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000255054|ENSG00000255054|protein_coding	380	391	385	380	386	199	390	389	172	389
ENSG00000255302|EID1|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000255339|ENSG00000255339|protein_coding	2	2	2	2	1	2	2	2	2	1
ENSG00000256500|ENSG00000256500|protein_coding	380	167	385	380	386	387	165	389	389	168
ENSG00000259371|ENSG00000259371|protein_coding	380	391	385	380	386	387	390	389	389	168
ENSG00000261130|ENSG00000261130|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000261150|EPPK1|protein_coding	380	118	385	380	386	199	119	389	389	168
ENSG00000261884|ENSG00000261884|protein_coding	155	391	161	90	386	169	165	164	172	389
ENSG00000262302|ENSG00000262302|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000262560|ENSG00000262560|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000264187|ENSG00000264187|protein_coding	2	2	2	2	2	1	2	2	2	2
ENSG00000267314|ENSG00000267314|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000267368|UPK3BL|protein_coding	7	17	34	53	22	20	34	33	42	31
ENSG00000267645|ENSG00000267645|protein_coding	155	167	193	380	177	125	199	389	199	389
ENSG00000267748|ENSG00000267748|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000269741|ENSG00000269741|protein_coding	2	2	1	1	1	1	1	2	1	1
ENSG00000270149|ENSG00000270149|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000270168|ENSG00000270168|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000271601|LIX1L|protein_coding	50	23	48	27	36	99	77	122	56	123
ENSG00000272398|CD24|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000272647|ENSG00000272647|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000272772|ENSG00000272772|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000273045|C2orf15|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000273217|ENSG00000273217|protein_coding	380	391	161	380	386	387	390	389	389	389
ENSG00000280273|ENSG00000280273|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000280778|ENSG00000280778|protein_coding	155	58	80	380	177	169	44	164	125	199
ENSG00000280987|ENSG00000280987|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000281991|TMEM265|protein_coding	380	391	385	380	386	387	390	389	389	389
ENSG00000283239|KBTBD11-OT1|protein_coding	380	118	161	380	177	387	390	133	389	199
ENSG00000283563|ENSG00000283563|protein_coding	380	391	385	380	386	387	390	389	389	389
