Generation	FeatureName	Importance
2	BRD8_chr5:138164086-138164133	0.001
2	CAST_chr5:96726793-96726859	0.005
2	ENSG00000272869_chr5:112864620-112864732	0.001
2	RAPGEF6_chr5:131450022-131450046	0.003
2	MRPL2_chr6:43056080-43056196	0.000
2	MRPL2_chr6:43055896-43056007	0.000
2	EPB41_chr1:29097806-29097935	0.002
2	RNF146_chr6:127282286-127282395	0.001
2	CLSTN1_chr1:9737497-9737554	0.001
2	PRR3_chr6:30561327-30561508	0.001
2	KIF13A_chr6:17771113-17771218	0.006
2	CAP2_chr6:17507640-17507650	0.002
2	PPOX_chr1:161168431-161168576	0.000
2	PPOX_chr1:161168992-161169183	0.001
2	ARHGEF11_chr1:156938417-156938513	0.010
2	HERPUD2_chr7:35673200-35673278	0.003
2	HERPUD2_chr7:35670214-35670328	0.003
2	PDGFA_chr7:500430-500499	0.008
2	OSBPL3_chr7:24863199-24863292	0.029
2	CSF1_chr1:109923165-109923711	0.016
2	IFT22_chr7:101318955-101319032	0.001
2	SUN1_chr7:848417-848615	0.000
2	AKAP9_chr7:92042045-92042186	0.002
2	RNF216P1_chr7:4986566-4986631	0.000
2	COG5_chr7:107283570-107283732	0.000
2	COG5_chr7:107281299-107281399	0.000
2	RBPMS_chr8:30561943-30562149	0.002
2	TACC1_chr8:38823989-38824025	0.000
2	LRRC14_chr8:144518748-144518815	0.002
2	INTS9_chr8:28846746-28846809	0.001
2	TNFRSF10A_chr8:23200504-23200600	0.001
2	SCRIB_chr8:143807551-143807614	0.039
2	DNM1_chr9:128247923-128247935	0.007
2	TBC1D13_chr9:128790734-128790775	0.046
2	CARD19_chr9:93111878-93111938	0.002
2	MRPS15_chr1:36460691-36460776	0.003
2	COL5A1_chr9:134814796-134814904	0.000
2	FNBP1_chr9:129915965-129915980	0.027
2	PLAA_chr9:26917096-26917165	0.001
2	TCF7L2_chr10:113159919-113159992	0.001
2	TCF7L2_chr10:113160618-113160691	0.003
2	MYOF_chr10:93392916-93392955	0.051
2	FGFR2_chr10:121518681-121518829	0.008
2	NCOA4_chr10:46009410-46009551	0.000
2	SLK_chr10:104010815-104010908	0.045
2	OPTN_chr10:13108137-13108289	0.001
2	OPTN_chr10:13108961-13109015	0.000
2	KIAA1217_chr10:24542692-24542770	0.011
2	ZDHHC16_chr10:97453798-97453846	0.000
2	ARNT_chr1:150842423-150842468	0.001
2	RAB18_chr10:27531528-27531615	0.001
2	ATP5C1_chr10:7806973-7807010	0.002
2	SLC37A2_chr11:125086203-125086260	0.001
2	PICALM_chr11:85978069-85978093	0.001
2	PICALM_chr11:85976622-85976682	0.000
2	PPFIA1_chr11:70382087-70382158	0.001
2	NAV2_chr11:20051288-20051333	0.001
2	ARHGAP1_chr11:46682050-46682182	0.000
2	CTNND1_chr11:57789036-57789155	0.062
2	CTNND1_chr11:57791493-57791673	0.049
2	YAP1_chr11:102209516-102209564	0.001
2	MARK2_chr11:63890221-63890295	0.000
2	APLP2_chr11:130123611-130123779	0.001
2	SLC37A4_chr11:119028734-119028834	0.000
2	S100A4_chr1:153545469-153545518	0.002
3	CD44_chr11:35196745-35196874	0.007
3	CD44_chr11:35198120-35198246	0.015
3	CD44_chr11:35201670-35201787	0.006
3	CD44_chr11:35204511-35204640	0.007
3	CD44_chr11:35206111-35206243	0.010
3	CD44_chr11:35209964-35210054	0.019
3	ARL14EP_chr11:30330885-30331374	0.002
3	PRRG4_chr11:32840106-32840239	0.000
3	C11orf52_chr11:111925652-111925714	0.001
3	SAC3D1_chr11:65043024-65043164	0.001
3	CLIP1_chr12:122351110-122351143	0.000
3	CLIP1_chr12:122347374-122347479	0.007
3	GNS_chr12:64756666-64756762	0.000
3	ERBB3_chr12:56098499-56098575	0.000
3	HNRNPA1_chr12:54282799-54282874	0.000
3	RALGPS2_chr1:178892229-178892307	0.007
3	YBX3_chr12:10709907-10710114	0.002
3	FBRSL1_chr12:132527952-132527988	0.001
3	KRT7_chr12:52245411-52245632	0.001
3	CAB39L_chr13:49401132-49401270	0.000
3	TMEM120B_chr12:121743628-121743747	0.000
3	NHLRC3_chr13:39042104-39042305	0.000
3	POMT2_chr14:77302834-77302943	0.001
3	POMT2_chr14:77298688-77298771	0.002
3	INF2_chr14:104715283-104715340	0.002
3	VPS39_chr15:42192065-42192098	0.006
3	CYFIP1_chr15:22872824-22872972	0.001
3	MYO9A_chr15:71951776-71951896	0.000
3	MYO9A_chr15:71892964-71893177	0.001
3	PRC1_chr15:90969078-90969120	0.001
3	ZWILCH_chr15:66508840-66508892	0.000
3	DTWD1_chr15:49631000-49631058	0.001
3	TMED3_chr15:79314540-79314655	0.001
3	PDE8A_chr15:85091043-85091181	0.000
3	SPG11_chr15:44598630-44598836	0.001
3	BNIP2_chr15:59668102-59668138	0.007
3	SEC11A_chr15:84714730-84714866	0.000
3	EMC8_chr16:85780378-85780473	0.001
3	ENSG00000283332_chr16:67544955-67545117	0.001
3	TSC2_chr16:2077597-2077726	0.010
3	UBN1_chr16:4877384-4877474	0.000
3	NFATC3_chr16:68121986-68123121	0.000
3	SLC50A1_chr1:155136827-155136951	0.001
3	FAM65A_chr16:67544955-67545117	0.001
3	ARHGAP17_chr16:24939363-24939597	0.003
3	MACF1_chr1:39480919-39481030	0.002
3	PFAS_chr17:8265287-8265468	0.003
3	ARL16_chr17:81683012-81683126	0.001
3	NF1_chr17:31252937-31253000	0.001
3	PCYT2_chr17:81907203-81907257	0.008
3	TRIM37_chr17:59001597-59001714	0.001
3	MPDU1_chr17:7586691-7586777	0.001
3	NRDC_chr1:51819799-51819873	0.000
3	PLOD1_chr1:11957841-11957943	0.000
3	FOXK2_chr17:82595781-82596191	0.000
3	TUFT1_chr1:151562090-151562165	0.001
3	CCDC57_chr17:82179026-82179189	0.000
3	MFSD2A_chr1:39966600-39966691	0.011
3	MFSD2A_chr1:39966810-39966932	0.007
3	MFSD2A_chr1:39967085-39967169	0.012
3	MXRA7_chr17:76683846-76683927	0.001
3	SPAG9_chr17:50975862-50975901	0.012
3	ACSF2_chr17:50461241-50461355	0.002
3	G6PC3_chr17:44074968-44075087	0.001
3	TXNL4A_chr18:79976717-79976787	0.001
3	INO80C_chr18:35480452-35480563	0.000
3	INO80C_chr18:35479299-35479411	0.000
3	TYMS_chr18:669071-669173	0.000
3	EVI5L_chr19:7857091-7857124	0.002
3	LBR_chr1:225410290-225410416	0.001
3	TEAD2_chr19:49357251-49357314	0.000
3	MKNK2_chr19:2046185-2046283	0.000
3	ADGRL1_chr19:14164620-14164705	0.000
3	DNM2_chr19:10796060-10796199	0.019
3	DNM2_chr19:10808568-10808580	0.028
3	BORCS8-MEF2B_chr19:19180685-19180761	0.001
3	MYO9B_chr19:17180926-17181040	0.017
3	EPN1_chr19:55677549-55677734	0.000
3	ENSG00000268362_chr19:24048936-24049014	0.004
3	GPI_chr19:34399206-34399335	0.000
3	LSR_chr19:35262545-35262692	0.000
3	CARM1_chr19:10921374-10921443	0.028
3	TRIP10_chr19:6746028-6746196	0.002
3	POP4_chr19:29608656-29608709	0.000
3	SPINT2_chr19:38283626-38283797	0.000
3	GYS1_chr19:48982719-48982837	0.000
3	RALY_chr20:34077027-34077245	0.003
3	LSM14B_chr20:62130218-62130296	0.004
3	DNMT3B_chr20:32805337-32805407	0.002
3	DNMT3B_chr20:32806208-32806327	0.001
3	CDS2_chr20:5185757-5185826	0.001
3	TCEA2_chr20:64068046-64068134	0.001
3	CDC45_chr22:19507765-19507864	0.004
3	ADARB1_chr21:45118563-45118619	0.000
3	AP1B1_chr22:29329711-29329720	0.014
3	USP18_chr22:18173149-18173281	0.000
3	LAS1L_chrX:65533609-65533735	0.004
3	ZFX_chrX:24151690-24151800	0.000
3	ARMCX5-GPRASP2_chrX:102601463-102601509	0.000
3	CD99L2_chrX:150828305-150829604	0.009
3	ACOT9_chrX:23734340-23734367	0.004
3	ATRX_chrX:77717130-77717243	0.000
3	CASK_chrX:41555599-41555635	0.000
3	ATP11C_chrX:139731650-139731755	0.000
3	ATG9A_chr2:219213007-219213065	0.000
3	ABCB6_chr2:219213007-219213065	0.003
3	INPP4A_chr2:98548954-98548969	0.017
3	MYO1B_chr2:191400748-191400835	0.006
3	MYO1B_chr2:191402631-191402718	0.027
3	ITGA6_chr2:172501771-172501901	0.006
3	IFT172_chr2:27445744-27445843	0.001
3	MLPH_chr2:237534563-237534647	0.000
3	SEPT10_chr2:109564365-109564534	0.002
3	DGKD_chr2:233468422-233468553	0.001
3	DTYMK_chr2:241680228-241680319	0.001
3	NPAS2_chr2:100937752-100937842	0.000
3	CCDC88A_chr2:55303068-55303152	0.001
3	KANSL3_chr2:96615491-96615544	0.001
3	RTKN_chr2:74439550-74439977	0.002
3	MBNL1_chr3:152446703-152446757	0.014
3	MBNL1_chr3:152455541-152455577	0.002
3	MAGI1_chr3:65448021-65448057	0.000
3	NBEAL2_chr3:46992474-46992555	0.001
3	TPRA1_chr3:127575184-127575265	0.003
3	FLNB_chr3:58141857-58141896	0.001
3	PLOD2_chr3:146077861-146077924	0.019
3	TBC1D23_chr3:100311832-100311877	0.014
3	CRBN_chr3:3152455-3152587	0.003
3	SLC12A8_chr3:125088309-125088370	0.000
3	CTDSPL_chr3:37957110-37957143	0.001
3	ENAH_chr1:225504990-225505053	0.004
3	RUBCN_chr3:197691073-197691148	0.006
3	GOLGB1_chr3:121719645-121719753	0.001
3	CLCN3_chr4:169717791-169717867	0.000
3	USO1_chr4:75795335-75795356	0.007
3	CCDC50_chr3:191375061-191375589	0.006
3	CGN_chr1:151535599-151535683	0.000
3	FAM13A_chr4:88737471-88737555	0.000
3	RAPGEF2_chr4:159351058-159351181	0.001
3	LIMCH1_chr4:41638931-41638967	0.001
3	LIMCH1_chr4:41670717-41670792	0.001
3	ADD1_chr4:2909338-2909431	0.003
3	SEC31A_chr4:82842184-82842481	0.008
3	GALNT7_chr4:173297794-173297977	0.000
3	GALNT7_chr4:173298114-173298297	0.000
3	WDFY3_chr4:84726860-84726911	0.001
3	FAT1_chr4:186590367-186590403	0.004
3	SMYD2_chr1:214305186-214305250	0.001
3	BRD9_chr5:868606-869119	0.001
3	SH3TC2_chr5:149012583-149012734	0.000
3	ANXA6_chr5:151110626-151110644	0.028
3	SLC22A5_chr5:132390775-132390904	0.000
3	BRD8_chr5:138164086-138164133	0.001
3	CAST_chr5:96726793-96726859	0.010
3	ENSG00000272869_chr5:112864620-112864732	0.000
3	RAPGEF6_chr5:131450022-131450046	0.002
3	MRPL2_chr6:43056080-43056196	0.000
3	MRPL2_chr6:43055896-43056007	0.000
3	EPB41_chr1:29097806-29097935	0.001
3	RNF146_chr6:127282286-127282395	0.001
3	CLSTN1_chr1:9737497-9737554	0.002
3	PRR3_chr6:30561327-30561508	0.000
3	KIF13A_chr6:17771113-17771218	0.007
3	CAP2_chr6:17507640-17507650	0.003
3	PPOX_chr1:161168431-161168576	0.000
3	PPOX_chr1:161168992-161169183	0.000
3	ARHGEF11_chr1:156938417-156938513	0.005
3	HERPUD2_chr7:35673200-35673278	0.001
3	HERPUD2_chr7:35670214-35670328	0.002
3	PDGFA_chr7:500430-500499	0.005
3	OSBPL3_chr7:24863199-24863292	0.034
3	CSF1_chr1:109923165-109923711	0.014
3	IFT22_chr7:101318955-101319032	0.001
3	SUN1_chr7:848417-848615	0.001
3	AKAP9_chr7:92042045-92042186	0.002
3	RNF216P1_chr7:4986566-4986631	0.000
3	COG5_chr7:107283570-107283732	0.000
3	COG5_chr7:107281299-107281399	0.000
3	RBPMS_chr8:30561943-30562149	0.002
3	TACC1_chr8:38823989-38824025	0.000
3	LRRC14_chr8:144518748-144518815	0.001
3	INTS9_chr8:28846746-28846809	0.001
3	TNFRSF10A_chr8:23200504-23200600	0.000
3	SCRIB_chr8:143807551-143807614	0.042
3	DNM1_chr9:128247923-128247935	0.007
3	TBC1D13_chr9:128790734-128790775	0.021
3	CARD19_chr9:93111878-93111938	0.002
3	MRPS15_chr1:36460691-36460776	0.004
3	COL5A1_chr9:134814796-134814904	0.000
3	FNBP1_chr9:129915965-129915980	0.025
3	PLAA_chr9:26917096-26917165	0.004
3	TCF7L2_chr10:113159919-113159992	0.002
3	TCF7L2_chr10:113160618-113160691	0.002
3	MYOF_chr10:93392916-93392955	0.057
3	FGFR2_chr10:121518681-121518829	0.004
3	NCOA4_chr10:46009410-46009551	0.000
3	SLK_chr10:104010815-104010908	0.040
3	OPTN_chr10:13108137-13108289	0.001
3	OPTN_chr10:13108961-13109015	0.000
3	KIAA1217_chr10:24542692-24542770	0.008
3	ZDHHC16_chr10:97453798-97453846	0.000
3	ARNT_chr1:150842423-150842468	0.000
3	RAB18_chr10:27531528-27531615	0.000
3	ATP5C1_chr10:7806973-7807010	0.004
3	SLC37A2_chr11:125086203-125086260	0.001
3	PICALM_chr11:85978069-85978093	0.001
3	PICALM_chr11:85976622-85976682	0.001
3	PPFIA1_chr11:70382087-70382158	0.001
3	NAV2_chr11:20051288-20051333	0.000
3	ARHGAP1_chr11:46682050-46682182	0.000
3	CTNND1_chr11:57789036-57789155	0.070
3	CTNND1_chr11:57791493-57791673	0.054
3	YAP1_chr11:102209516-102209564	0.001
3	MARK2_chr11:63890221-63890295	0.000
3	APLP2_chr11:130123611-130123779	0.002
3	SLC37A4_chr11:119028734-119028834	0.000
3	S100A4_chr1:153545469-153545518	0.002
4	CD44_chr11:35196745-35196874	0.005
4	CD44_chr11:35198120-35198246	0.012
4	CD44_chr11:35201670-35201787	0.004
4	CD44_chr11:35204511-35204640	0.010
4	CD44_chr11:35206111-35206243	0.013
4	CD44_chr11:35209964-35210054	0.018
4	ARL14EP_chr11:30330885-30331374	0.002
4	PRRG4_chr11:32840106-32840239	0.000
4	C11orf52_chr11:111925652-111925714	0.001
4	SAC3D1_chr11:65043024-65043164	0.001
4	CLIP1_chr12:122351110-122351143	0.000
4	CLIP1_chr12:122347374-122347479	0.002
4	GNS_chr12:64756666-64756762	0.000
4	ERBB3_chr12:56098499-56098575	0.000
4	HNRNPA1_chr12:54282799-54282874	0.000
4	RALGPS2_chr1:178892229-178892307	0.004
4	YBX3_chr12:10709907-10710114	0.002
4	FBRSL1_chr12:132527952-132527988	0.001
4	KRT7_chr12:52245411-52245632	0.000
4	CAB39L_chr13:49401132-49401270	0.001
4	TMEM120B_chr12:121743628-121743747	0.000
4	NHLRC3_chr13:39042104-39042305	0.000
4	POMT2_chr14:77302834-77302943	0.001
4	POMT2_chr14:77298688-77298771	0.000
4	INF2_chr14:104715283-104715340	0.002
4	VPS39_chr15:42192065-42192098	0.005
4	CYFIP1_chr15:22872824-22872972	0.001
4	MYO9A_chr15:71951776-71951896	0.000
4	MYO9A_chr15:71892964-71893177	0.000
4	PRC1_chr15:90969078-90969120	0.001
4	ZWILCH_chr15:66508840-66508892	0.000
4	DTWD1_chr15:49631000-49631058	0.001
4	TMED3_chr15:79314540-79314655	0.000
4	PDE8A_chr15:85091043-85091181	0.000
4	SPG11_chr15:44598630-44598836	0.002
4	BNIP2_chr15:59668102-59668138	0.008
4	SEC11A_chr15:84714730-84714866	0.000
4	EMC8_chr16:85780378-85780473	0.001
4	ENSG00000283332_chr16:67544955-67545117	0.002
4	TSC2_chr16:2077597-2077726	0.008
4	UBN1_chr16:4877384-4877474	0.000
4	NFATC3_chr16:68121986-68123121	0.000
4	SLC50A1_chr1:155136827-155136951	0.001
4	FAM65A_chr16:67544955-67545117	0.001
4	ARHGAP17_chr16:24939363-24939597	0.003
4	MACF1_chr1:39480919-39481030	0.001
4	PFAS_chr17:8265287-8265468	0.004
4	ARL16_chr17:81683012-81683126	0.000
4	NF1_chr17:31252937-31253000	0.001
4	PCYT2_chr17:81907203-81907257	0.005
4	TRIM37_chr17:59001597-59001714	0.001
4	MPDU1_chr17:7586691-7586777	0.002
4	NRDC_chr1:51819799-51819873	0.000
4	PLOD1_chr1:11957841-11957943	0.000
4	FOXK2_chr17:82595781-82596191	0.000
4	TUFT1_chr1:151562090-151562165	0.002
4	CCDC57_chr17:82179026-82179189	0.000
4	MFSD2A_chr1:39966600-39966691	0.012
4	MFSD2A_chr1:39966810-39966932	0.016
4	MFSD2A_chr1:39967085-39967169	0.019
4	MXRA7_chr17:76683846-76683927	0.001
4	SPAG9_chr17:50975862-50975901	0.012
4	ACSF2_chr17:50461241-50461355	0.005
4	G6PC3_chr17:44074968-44075087	0.003
4	TXNL4A_chr18:79976717-79976787	0.001
4	INO80C_chr18:35480452-35480563	0.000
4	INO80C_chr18:35479299-35479411	0.000
4	TYMS_chr18:669071-669173	0.000
4	EVI5L_chr19:7857091-7857124	0.006
4	LBR_chr1:225410290-225410416	0.002
4	TEAD2_chr19:49357251-49357314	0.001
4	MKNK2_chr19:2046185-2046283	0.000
4	ADGRL1_chr19:14164620-14164705	0.000
4	DNM2_chr19:10796060-10796199	0.024
4	DNM2_chr19:10808568-10808580	0.039
4	BORCS8-MEF2B_chr19:19180685-19180761	0.002
4	MYO9B_chr19:17180926-17181040	0.008
4	EPN1_chr19:55677549-55677734	0.001
4	ENSG00000268362_chr19:24048936-24049014	0.003
4	GPI_chr19:34399206-34399335	0.000
4	LSR_chr19:35262545-35262692	0.001
4	CARM1_chr19:10921374-10921443	0.017
4	TRIP10_chr19:6746028-6746196	0.001
4	POP4_chr19:29608656-29608709	0.000
4	SPINT2_chr19:38283626-38283797	0.001
4	GYS1_chr19:48982719-48982837	0.000
4	RALY_chr20:34077027-34077245	0.005
4	LSM14B_chr20:62130218-62130296	0.003
4	DNMT3B_chr20:32805337-32805407	0.001
4	DNMT3B_chr20:32806208-32806327	0.001
4	CDS2_chr20:5185757-5185826	0.003
4	TCEA2_chr20:64068046-64068134	0.000
4	CDC45_chr22:19507765-19507864	0.002
4	ADARB1_chr21:45118563-45118619	0.000
4	AP1B1_chr22:29329711-29329720	0.012
4	USP18_chr22:18173149-18173281	0.002
4	LAS1L_chrX:65533609-65533735	0.004
4	ZFX_chrX:24151690-24151800	0.001
4	ARMCX5-GPRASP2_chrX:102601463-102601509	0.000
4	CD99L2_chrX:150828305-150829604	0.003
4	ACOT9_chrX:23734340-23734367	0.003
4	ATRX_chrX:77717130-77717243	0.000
4	CASK_chrX:41555599-41555635	0.001
4	ATP11C_chrX:139731650-139731755	0.004
4	ATG9A_chr2:219213007-219213065	0.001
4	ABCB6_chr2:219213007-219213065	0.001
4	INPP4A_chr2:98548954-98548969	0.010
4	MYO1B_chr2:191400748-191400835	0.008
4	MYO1B_chr2:191402631-191402718	0.026
4	ITGA6_chr2:172501771-172501901	0.004
4	IFT172_chr2:27445744-27445843	0.001
4	MLPH_chr2:237534563-237534647	0.001
4	SEPT10_chr2:109564365-109564534	0.003
4	DGKD_chr2:233468422-233468553	0.001
4	DTYMK_chr2:241680228-241680319	0.001
4	NPAS2_chr2:100937752-100937842	0.000
4	CCDC88A_chr2:55303068-55303152	0.001
4	KANSL3_chr2:96615491-96615544	0.002
4	RTKN_chr2:74439550-74439977	0.002
4	MBNL1_chr3:152446703-152446757	0.022
4	MBNL1_chr3:152455541-152455577	0.001
4	MAGI1_chr3:65448021-65448057	0.001
4	NBEAL2_chr3:46992474-46992555	0.001
4	TPRA1_chr3:127575184-127575265	0.002
4	FLNB_chr3:58141857-58141896	0.001
4	PLOD2_chr3:146077861-146077924	0.021
4	TBC1D23_chr3:100311832-100311877	0.008
4	CRBN_chr3:3152455-3152587	0.002
4	SLC12A8_chr3:125088309-125088370	0.000
4	CTDSPL_chr3:37957110-37957143	0.000
4	ENAH_chr1:225504990-225505053	0.004
4	RUBCN_chr3:197691073-197691148	0.005
4	GOLGB1_chr3:121719645-121719753	0.000
4	CLCN3_chr4:169717791-169717867	0.000
4	USO1_chr4:75795335-75795356	0.005
4	CCDC50_chr3:191375061-191375589	0.004
4	CGN_chr1:151535599-151535683	0.000
4	FAM13A_chr4:88737471-88737555	0.001
4	RAPGEF2_chr4:159351058-159351181	0.001
4	LIMCH1_chr4:41638931-41638967	0.001
4	LIMCH1_chr4:41670717-41670792	0.001
4	ADD1_chr4:2909338-2909431	0.003
4	SEC31A_chr4:82842184-82842481	0.008
4	GALNT7_chr4:173297794-173297977	0.001
4	GALNT7_chr4:173298114-173298297	0.002
4	WDFY3_chr4:84726860-84726911	0.001
4	FAT1_chr4:186590367-186590403	0.005
4	SMYD2_chr1:214305186-214305250	0.001
4	BRD9_chr5:868606-869119	0.001
4	SH3TC2_chr5:149012583-149012734	0.000
4	ANXA6_chr5:151110626-151110644	0.033
4	SLC22A5_chr5:132390775-132390904	0.001
4	BRD8_chr5:138164086-138164133	0.001
4	CAST_chr5:96726793-96726859	0.018
4	ENSG00000272869_chr5:112864620-112864732	0.001
4	RAPGEF6_chr5:131450022-131450046	0.001
4	MRPL2_chr6:43056080-43056196	0.000
4	MRPL2_chr6:43055896-43056007	0.000
4	EPB41_chr1:29097806-29097935	0.001
4	RNF146_chr6:127282286-127282395	0.002
4	CLSTN1_chr1:9737497-9737554	0.001
4	PRR3_chr6:30561327-30561508	0.000
4	KIF13A_chr6:17771113-17771218	0.005
4	CAP2_chr6:17507640-17507650	0.002
4	PPOX_chr1:161168431-161168576	0.000
4	PPOX_chr1:161168992-161169183	0.000
4	ARHGEF11_chr1:156938417-156938513	0.013
4	HERPUD2_chr7:35673200-35673278	0.002
4	HERPUD2_chr7:35670214-35670328	0.001
4	PDGFA_chr7:500430-500499	0.002
4	OSBPL3_chr7:24863199-24863292	0.025
4	CSF1_chr1:109923165-109923711	0.009
4	IFT22_chr7:101318955-101319032	0.001
4	SUN1_chr7:848417-848615	0.001
4	AKAP9_chr7:92042045-92042186	0.001
4	RNF216P1_chr7:4986566-4986631	0.000
4	COG5_chr7:107283570-107283732	0.000
4	COG5_chr7:107281299-107281399	0.000
4	RBPMS_chr8:30561943-30562149	0.002
4	TACC1_chr8:38823989-38824025	0.001
4	LRRC14_chr8:144518748-144518815	0.001
4	INTS9_chr8:28846746-28846809	0.000
4	TNFRSF10A_chr8:23200504-23200600	0.000
4	SCRIB_chr8:143807551-143807614	0.028
4	DNM1_chr9:128247923-128247935	0.009
4	TBC1D13_chr9:128790734-128790775	0.017
4	CARD19_chr9:93111878-93111938	0.002
4	MRPS15_chr1:36460691-36460776	0.002
4	COL5A1_chr9:134814796-134814904	0.000
4	FNBP1_chr9:129915965-129915980	0.023
4	PLAA_chr9:26917096-26917165	0.004
4	TCF7L2_chr10:113159919-113159992	0.001
4	TCF7L2_chr10:113160618-113160691	0.001
4	MYOF_chr10:93392916-93392955	0.061
4	FGFR2_chr10:121518681-121518829	0.001
4	NCOA4_chr10:46009410-46009551	0.000
4	SLK_chr10:104010815-104010908	0.044
4	OPTN_chr10:13108137-13108289	0.000
4	OPTN_chr10:13108961-13109015	0.000
4	KIAA1217_chr10:24542692-24542770	0.011
4	ZDHHC16_chr10:97453798-97453846	0.001
4	ARNT_chr1:150842423-150842468	0.000
4	RAB18_chr10:27531528-27531615	0.000
4	ATP5C1_chr10:7806973-7807010	0.007
4	SLC37A2_chr11:125086203-125086260	0.000
4	PICALM_chr11:85978069-85978093	0.001
4	PICALM_chr11:85976622-85976682	0.000
4	PPFIA1_chr11:70382087-70382158	0.001
4	NAV2_chr11:20051288-20051333	0.001
4	ARHGAP1_chr11:46682050-46682182	0.000
4	CTNND1_chr11:57789036-57789155	0.074
4	CTNND1_chr11:57791493-57791673	0.064
4	YAP1_chr11:102209516-102209564	0.001
4	MARK2_chr11:63890221-63890295	0.000
4	APLP2_chr11:130123611-130123779	0.002
4	SLC37A4_chr11:119028734-119028834	0.000
4	S100A4_chr1:153545469-153545518	0.002
5	CD44_chr11:35196745-35196874	0.002
5	CD44_chr11:35198120-35198246	0.013
5	CD44_chr11:35201670-35201787	0.005
5	CD44_chr11:35204511-35204640	0.014
5	CD44_chr11:35206111-35206243	0.013
5	CD44_chr11:35209964-35210054	0.016
5	ARL14EP_chr11:30330885-30331374	0.002
5	PRRG4_chr11:32840106-32840239	0.000
5	C11orf52_chr11:111925652-111925714	0.000
5	SAC3D1_chr11:65043024-65043164	0.000
5	CLIP1_chr12:122351110-122351143	0.000
5	CLIP1_chr12:122347374-122347479	0.002
5	GNS_chr12:64756666-64756762	0.000
5	ERBB3_chr12:56098499-56098575	0.000
5	HNRNPA1_chr12:54282799-54282874	0.001
5	RALGPS2_chr1:178892229-178892307	0.002
5	YBX3_chr12:10709907-10710114	0.001
5	FBRSL1_chr12:132527952-132527988	0.000
5	KRT7_chr12:52245411-52245632	0.000
5	CAB39L_chr13:49401132-49401270	0.001
5	TMEM120B_chr12:121743628-121743747	0.000
5	NHLRC3_chr13:39042104-39042305	0.000
5	POMT2_chr14:77302834-77302943	0.000
5	POMT2_chr14:77298688-77298771	0.003
5	INF2_chr14:104715283-104715340	0.001
5	VPS39_chr15:42192065-42192098	0.002
5	CYFIP1_chr15:22872824-22872972	0.001
5	MYO9A_chr15:71951776-71951896	0.001
5	MYO9A_chr15:71892964-71893177	0.000
5	PRC1_chr15:90969078-90969120	0.002
5	ZWILCH_chr15:66508840-66508892	0.000
5	DTWD1_chr15:49631000-49631058	0.001
5	TMED3_chr15:79314540-79314655	0.000
5	PDE8A_chr15:85091043-85091181	0.000
5	SPG11_chr15:44598630-44598836	0.001
5	BNIP2_chr15:59668102-59668138	0.013
5	SEC11A_chr15:84714730-84714866	0.000
5	EMC8_chr16:85780378-85780473	0.000
5	ENSG00000283332_chr16:67544955-67545117	0.002
5	TSC2_chr16:2077597-2077726	0.008
5	UBN1_chr16:4877384-4877474	0.000
5	NFATC3_chr16:68121986-68123121	0.000
5	SLC50A1_chr1:155136827-155136951	0.001
5	FAM65A_chr16:67544955-67545117	0.001
5	ARHGAP17_chr16:24939363-24939597	0.004
5	MACF1_chr1:39480919-39481030	0.001
5	PFAS_chr17:8265287-8265468	0.003
5	ARL16_chr17:81683012-81683126	0.001
5	NF1_chr17:31252937-31253000	0.001
5	PCYT2_chr17:81907203-81907257	0.003
5	TRIM37_chr17:59001597-59001714	0.000
5	MPDU1_chr17:7586691-7586777	0.003
5	NRDC_chr1:51819799-51819873	0.000
5	PLOD1_chr1:11957841-11957943	0.000
5	FOXK2_chr17:82595781-82596191	0.000
5	TUFT1_chr1:151562090-151562165	0.002
5	CCDC57_chr17:82179026-82179189	0.000
5	MFSD2A_chr1:39966600-39966691	0.012
5	MFSD2A_chr1:39966810-39966932	0.017
5	MFSD2A_chr1:39967085-39967169	0.017
5	MXRA7_chr17:76683846-76683927	0.001
5	SPAG9_chr17:50975862-50975901	0.014
5	ACSF2_chr17:50461241-50461355	0.003
5	G6PC3_chr17:44074968-44075087	0.001
5	TXNL4A_chr18:79976717-79976787	0.000
5	INO80C_chr18:35480452-35480563	0.000
5	INO80C_chr18:35479299-35479411	0.000
5	TYMS_chr18:669071-669173	0.000
5	EVI5L_chr19:7857091-7857124	0.006
5	LBR_chr1:225410290-225410416	0.006
5	TEAD2_chr19:49357251-49357314	0.000
5	MKNK2_chr19:2046185-2046283	0.000
5	ADGRL1_chr19:14164620-14164705	0.000
5	DNM2_chr19:10796060-10796199	0.017
5	DNM2_chr19:10808568-10808580	0.045
5	BORCS8-MEF2B_chr19:19180685-19180761	0.001
5	MYO9B_chr19:17180926-17181040	0.005
5	EPN1_chr19:55677549-55677734	0.001
5	ENSG00000268362_chr19:24048936-24049014	0.003
5	GPI_chr19:34399206-34399335	0.001
5	LSR_chr19:35262545-35262692	0.001
5	CARM1_chr19:10921374-10921443	0.010
5	TRIP10_chr19:6746028-6746196	0.002
5	POP4_chr19:29608656-29608709	0.000
5	SPINT2_chr19:38283626-38283797	0.000
5	GYS1_chr19:48982719-48982837	0.001
5	RALY_chr20:34077027-34077245	0.004
5	LSM14B_chr20:62130218-62130296	0.002
