name	TCGA.A1.A0SK	TCGA.A1.A0SO	TCGA.A1.A0SP	TCGA.A2.A04P	TCGA.A2.A04Q	TCGA.A2.A04T	TCGA.A2.A04U	TCGA.A2.A0CM	TCGA.A2.A0D0	TCGA.A2.A0D2	TCGA.A2.A0ST	TCGA.A2.A0SX	TCGA.A2.A0T0	TCGA.A2.A0T2	TCGA.A2.A0YE	TCGA.A2.A0YJ	TCGA.A2.A0YM	TCGA.A2.A1G1	TCGA.A2.A25F	TCGA.A2.A3XS	TCGA.A2.A3XT	TCGA.A2.A3XU	TCGA.A2.A3XX	TCGA.A2.A3XY	TCGA.A2.A3Y0	TCGA.A2.A4RX	TCGA.A2.A4S1	TCGA.A7.A0CE	TCGA.A7.A0DA	TCGA.A7.A26F	TCGA.A7.A26G	TCGA.A7.A26I	TCGA.A7.A4SD	TCGA.A7.A4SE	TCGA.A7.A5ZV	TCGA.A7.A6VV	TCGA.A7.A6VW	TCGA.A7.A6VY	TCGA.A8.A07C	TCGA.A8.A07O	TCGA.A8.A07R	TCGA.A8.A07U	TCGA.A8.A08R	TCGA.AC.A2BK	TCGA.AC.A2QH	TCGA.AC.A2QJ	TCGA.AC.A62X	TCGA.AC.A6IW	TCGA.AC.A7VC	TCGA.AC.A8OQ	TCGA.AN.A04D	TCGA.AN.A0AL	TCGA.AN.A0AR	TCGA.AN.A0AT	TCGA.AN.A0FJ	TCGA.AN.A0FL	TCGA.AN.A0FX	TCGA.AN.A0G0	TCGA.AN.A0XU	TCGA.AO.A0J4	TCGA.AO.A0J6	TCGA.AO.A0JL	TCGA.AO.A124	TCGA.AO.A128	TCGA.AO.A129	TCGA.AO.A12F	TCGA.AO.A1KR	TCGA.AQ.A04J	TCGA.AQ.A54N	TCGA.AR.A0TP	TCGA.AR.A0TS	TCGA.AR.A0TU	TCGA.AR.A0U0	TCGA.AR.A0U4	TCGA.AR.A1AH	TCGA.AR.A1AI	TCGA.AR.A1AJ	TCGA.AR.A1AQ	TCGA.AR.A1AR	TCGA.AR.A1AY	TCGA.AR.A24Q	TCGA.AR.A251	TCGA.AR.A256	TCGA.AR.A2LR	TCGA.AR.A5QQ	TCGA.B6.A0I1	TCGA.B6.A0I2	TCGA.B6.A0I6	TCGA.B6.A0IJ	TCGA.B6.A0IQ	TCGA.B6.A0RE	TCGA.B6.A0RT	TCGA.B6.A0RU	TCGA.B6.A0WX	TCGA.B6.A0X1	TCGA.B6.A1KF	TCGA.B6.A3ZX	TCGA.B6.A400	TCGA.B6.A402	TCGA.B6.A409	TCGA.BH.A0AV	TCGA.BH.A0B3	TCGA.BH.A0B9	TCGA.BH.A0BG	TCGA.BH.A0BL	TCGA.BH.A0BW	TCGA.BH.A0DL	TCGA.BH.A0E0	TCGA.BH.A0E6	TCGA.BH.A0RX	TCGA.BH.A0WA	TCGA.BH.A18G	TCGA.BH.A18Q	TCGA.BH.A18T	TCGA.BH.A18V	TCGA.BH.A1F0	TCGA.BH.A1F6	TCGA.BH.A1FC	TCGA.BH.A5IZ	TCGA.C8.A12K	TCGA.C8.A12V	TCGA.C8.A131	TCGA.C8.A134	TCGA.C8.A1HJ	TCGA.C8.A27B	TCGA.D8.A142	TCGA.D8.A143	TCGA.D8.A147	TCGA.D8.A1JK	TCGA.D8.A1JL	TCGA.D8.A1JM	TCGA.D8.A1XK	TCGA.D8.A1XQ	TCGA.D8.A27F	TCGA.D8.A27H	TCGA.D8.A27M	TCGA.E2.A14N	TCGA.E2.A14R	TCGA.E2.A14X	TCGA.E2.A14Y	TCGA.E2.A150	TCGA.E2.A158	TCGA.E2.A159	TCGA.E2.A1AZ	TCGA.E2.A1B6	TCGA.E2.A1II	TCGA.E2.A1LG	TCGA.E2.A1LH	TCGA.E2.A1LI	TCGA.E2.A1LK	TCGA.E2.A1LL	TCGA.E2.A1LS	TCGA.E2.A573	TCGA.E2.A574	TCGA.E9.A1N8	TCGA.E9.A1N9	TCGA.E9.A1NC	TCGA.E9.A1ND	TCGA.E9.A22G	TCGA.E9.A243	TCGA.E9.A244	TCGA.E9.A3QA	TCGA.E9.A5FL	TCGA.EW.A1OW	TCGA.EW.A1P4	TCGA.EW.A1P8	TCGA.EW.A1PB	TCGA.EW.A1PH	TCGA.EW.A3U0	TCGA.EW.A6SB	TCGA.GI.A2C9	TCGA.GM.A2DF	TCGA.GM.A3XL	TCGA.HN.A2NL	TCGA.LL.A5YP	TCGA.LL.A6FR	TCGA.LL.A73Y	TCGA.LL.A8F5	TCGA.OL.A5D7	TCGA.OL.A5RW	TCGA.OL.A5S0	TCGA.OL.A66I	TCGA.OL.A6VO	TCGA.PL.A8LV	TCGA.PL.A8LZ	TCGA.S3.AA0Z	TCGA.S3.AA10	TCGA.S3.AA15
ENSG00000165591|FAAH2|protein_coding	19.381	1.74042	9.530389999999999	5.2432	16.4659	3.7448099999999998	3.7755300000000003	11.2749	9.47218	16.8329	12.3246	8.68168	3.6329	7.424589999999999	20.4925	3.1505900000000002	6.594689999999999	16.3817	7.24326	2.49918	14.6045	2.49513	5.30615	3.25221	16.8255	8.58411	0.0433889	36.9669	7.3493	4.72278	10.4078	6.5468	16.4961	7.97565	3.13112	3.4087400000000003	15.5766	8.90784	4.00178	5.748069999999999	10.7084	13.1766	2.0238	10.6092	0.442379	0.695087	21.2125	5.32686	0.41797	2.54579	1.95826	9.88592	3.12791	2.54725	15.8586	4.1556	7.5448	4.62441	15.2925	6.62595	26.0426	3.52956	9.94442	15.2123	7.110539999999999	4.5968599999999995	4.26599	6.42387	18.1393	0.435263	2.4710799999999997	10.9512	27.9601	11.7434	10.8489	11.3627	14.3466	11.4642	17.371	13.38	2.36848	2.69956	16.2092	3.86365	3.85855	10.9921	40.2844	5.771809999999999	20.3604	12.5507	13.5182	11.2007	6.91122	4.88521	52.385	3.79671	9.6458	13.1413	2.3295	3.5547199999999997	5.94925	11.106	9.46135	15.5812	10.1569	22.0771	10.8999	14.7777	2.85278	3.9516199999999997	1.4355200000000001	6.18335	5.5205	18.0533	16.9467	10.1728	7.326689999999999	17.5158	18.7359	19.4072	11.6196	5.90474	1.6893	0.961231	9.73664	2.71444	6.9974	17.3472	15.1883	0.736703	143.256	26.9026	2.99942	4.0681400000000005	3.7532400000000004	17.3201	9.3409	2.6040799999999997	3.3307599999999997	18.0694	8.21635	7.36755	6.95357	13.7686	11.1382	23.0367	4.28144	4.16908	5.43315	3.05295	5.988659999999999	6.250290000000001	11.1886	5.95772	9.610610000000001	10.3363	4.63745	7.25489	30.2595	21.5324	2.8860200000000003	7.37588	0.6809029999999999	5.83793	17.2623	8.99114	21.3627	0.893333	7.65742	14.4275	13.8054	0.63584	25.5667	9.324580000000001	3.01611	2.37913	24.5073	8.48373	26.8316	9.33963	36.5267	53.938	10.5908	6.909389999999999	12.79	20.7166	7.98915	4.25744
ENSG00000165617|DACT1|protein_coding	4.91509	2.09536	3.2936900000000002	3.25285	4.75413	2.09975	5.7652	7.7928	1.02634	5.51279	2.0613799999999998	11.6951	12.333	5.3731	6.17705	7.83713	5.98592	12.4678	16.5823	7.267739999999999	4.50471	0.51246	3.84876	21.5943	1.3276	22.1797	4.72154	1.7178799999999999	18.919	11.4071	21.1399	17.1454	10.499	15.2161	0.692438	27.4084	4.08285	16.1647	5.63598	2.9756099999999996	5.81131	3.44726	10.7195	3.00103	8.036489999999999	1.8666599999999998	0.613556	0.8930370000000001	15.1978	8.57899	1.1229799999999999	9.94427	1.5234	2.88165	4.3541099999999995	2.39644	10.6229	8.49784	5.41064	10.1309	1.57236	1.38306	2.0310099999999998	3.4432699999999996	5.476430000000001	5.09467	0.594813	4.3659099999999995	NA	2.27877	4.979830000000001	1.0255299999999998	2.45444	4.81778	4.0239400000000005	1.38205	6.102	3.87735	14.2231	9.11614	10.672	12.0484	5.49641	10.5758	6.42411	0.842311	0.575929	16.5244	1.3038299999999998	1.27909	8.486989999999999	6.33306	5.45066	20.025	1.36258	3.0187	3.85635	6.99216	13.1976	3.8148	45.7694	9.817	1.91668	5.866630000000001	32.0344	4.4846699999999995	2.95526	1.63925	3.11745	5.30466	10.0164	6.56525	2.9868200000000003	4.5393	10.1004	5.55385	5.45034	2.87926	4.69574	4.19959	4.442130000000001	9.6078	1.86958	2.98029	4.11078	18.6716	3.0848	5.26428	11.2939	10.4478	0.41578100000000007	1.91935	7.62298	8.50367	22.0456	17.3504	1.87999	4.43498	5.105580000000001	3.4029599999999998	5.72032	1.4499600000000001	6.7266699999999995	11.3582	1.62004	2.46604	0.774389	3.7733	1.08358	0.837412	1.54681	1.1451200000000001	2.36212	2.67382	4.51144	10.0133	8.794360000000001	4.807869999999999	2.27156	5.63525	6.880789999999999	3.6291	2.6655599999999997	12.7044	8.98446	4.8598300000000005	0.38763000000000003	2.90777	6.3901900000000005	0.21009499999999998	6.08959	3.5483599999999997	0.9800770000000001	1.55996	16.8123	6.933330000000001	15.4887	1.9746599999999999	2.67791	3.69151	8.74765	6.04349	5.11951	17.7548	11.2639	2.65706	3.85011	2.88665
ENSG00000165891|E2F7|protein_coding	22.8468	8.84501	3.58845	0.23800700000000002	0.638679	8.45845	1.9652599999999998	7.03067	2.64301	7.71536	1.09004	9.21702	1.9010099999999999	0.393929	2.80143	3.8264	16.6818	4.29433	3.15925	1.96397	8.54192	0.7190489999999999	1.3267200000000001	0.963289	1.44546	4.34768	0.55594	4.3185400000000005	1.2481799999999998	0.807491	1.1277700000000002	1.13144	2.3433	4.54335	0.981049	3.05575	0.42642700000000006	1.8515	10.8903	4.60027	11.8863	0.296677	2.98598	6.2632699999999994	8.601469999999999	0.176267	1.67544	1.6712799999999999	2.49304	1.40567	15.0927	3.04953	1.88454	6.89421	4.7835	0.18193199999999998	4.767519999999999	3.81475	3.7571800000000004	4.14809	2.0081900000000004	0.522231	4.61074	3.1123	1.37077	1.6717	0.303666	1.87695	0.592146	7.757999999999999	4.811	3.5342599999999997	1.45584	4.00523	2.9243	0.841316	2.52409	1.9558099999999998	6.404730000000001	9.86892	6.45006	10.6005	5.17176	9.106489999999999	12.6767	1.98137	0.931419	13.6434	3.36891	4.75756	1.65566	2.94977	8.61743	0.449978	6.85163	3.23612	2.4246	4.70728	0.8448629999999999	0.45815900000000004	1.60962	3.5314099999999997	2.94588	2.40936	3.2534799999999997	9.15814	1.78378	1.85348	0.8200879999999999	0.479704	5.44264	1.1399	9.7401	8.68892	5.68138	1.74902	2.3686	7.7667399999999995	2.75	4.152830000000001	0.9573799999999999	0.7147640000000001	8.84687	2.5752	5.99503	1.8962700000000001	15.5802	10.5333	1.6268799999999999	2.82272	3.72555	12.0388	1.9083	10.216000000000001	6.2295300000000005	5.1771199999999995	1.47315	6.92895	2.03578	2.77106	1.08227	2.37565	5.54244	5.15618	1.11314	1.25178	2.32405	0.64388	3.43519	0.9926010000000001	29.5168	0.32208600000000004	4.521380000000001	0.430217	6.876589999999999	0.778497	0.9415040000000001	1.83638	10.9982	1.07255	3.13367	3.81184	1.30545	6.21557	2.8709	1.8700400000000001	0.91409	3.75905	4.6636	0.21675300000000003	1.9179099999999998	1.36784	4.21948	16.9666	2.98042	0.391457	1.9969700000000001	1.3537299999999999	2.26662	5.661169999999999	0.595622	2.3441799999999997	8.7873	3.37797	1.8337900000000003	9.30994	15.6265	0.7219899999999999
ENSG00000165912|PACSIN3|protein_coding	19.733	61.5159	22.0305	65.3234	23.0123	58.1087	80.7057	71.9624	104.486	95.1944	67.5488	43.2523	89.3928	139.299	86.9831	70.5788	45.5861	10.4914	6.581460000000001	83.7199	134.488	93.5605	92.8241	57.2121	63.4763	42.68899999999999	28.9594	28.0902	58.3275	10.5925	15.1891	15.6303	89.4075	67.4888	93.7282	75.3635	181.833	57.4711	52.6166	53.7137	74.4596	23.4864	26.5255	219.428	5.14861	46.1109	151.446	68.9235	36.9514	29.7849	109.171	55.5159	112.712	45.7784	31.0573	83.7451	59.8504	55.3265	18.5775	52.3932	29.3563	29.5803	142.906	18.3496	82.4018	66.0698	72.2766	47.2673	44.5331	56.0617	42.0929	49.6855	41.7378	5.65992	49.7373	23.249000000000002	36.747	40.8421	10.6313	65.7798	22.8287	30.2259	16.6359	62.864	99.0203	140.452	90.0913	60.6282	59.7025	47.4939	90.28399999999999	48.3055	46.7177	25.8625	22.3894	16.3092	109.56	86.3834	57.2287	97.0839	32.8119	53.3588	49.7269	80.6052	25.4979	20.049	36.6818	59.0729	75.8298	32.7668	36.043	48.208	32.1171	41.9922	46.5612	64.8962	97.226	16.5162	122.648	19.9482	29.8612	51.9414	54.1213	11.1544	55.4829	82.8382	54.6875	44.1737	18.745	21.0156	47.9798	34.8923	25.6739	47.7006	113.20299999999999	30.8406	33.513000000000005	46.1842	44.1357	47.3646	82.5148	23.8858	44.2163	41.3955	32.9792	48.3432	69.0785	41.5438	27.678	52.303999999999995	78.7219	6.60151	52.5655	75.4867	31.8188	43.3376	109.383	21.956999999999997	41.9001	10.2642	38.3065	75.8257	47.4427	44.1841	59.2663	105.027	139.656	62.7327	43.268	59.0149	63.3608	92.7892	66.6605	70.5509	69.3178	137.186	88.8367	21.5228	131.628	148.391	99.7196	49.6936	54.5329	30.8558	46.2474	54.9129	29.686	16.6803
ENSG00000165915|SLC39A13|protein_coding	17.0401	16.8802	16.3937	22.0005	16.3806	19.5246	29.019000000000002	20.9734	30.1423	35.02	13.8494	17.89	19.0103	39.8028	37.9697	17.5746	17.738	18.1455	17.7148	40.1441	42.7635	19.3778	23.7114	43.4676	11.4807	62.5516	108.57600000000001	20.0404	31.7391	8.264389999999999	25.171	12.2998	62.8286	65.3696	110.001	52.5853	47.1437	30.4257	14.8285	18.9704	14.3411	15.2669	22.5244	37.6121	4.85004	105.214	45.8113	23.1731	54.9769	21.5513	28.4129	25.2616	22.9385	23.5058	31.9144	13.2669	43.3078	24.6949	14.0842	27.9514	34.6709	14.2988	15.024000000000001	22.8226	26.3988	24.6492	12.1115	13.8684	17.4924	16.7576	27.2112	25.2566	19.9106	17.1815	20.721999999999998	12.6158	17.8293	17.6157	18.214000000000002	24.5657	19.904	12.2133	16.7432	30.8612	45.5163	18.2121	30.011999999999997	46.7896	16.532	19.8179	34.3383	17.1547	22.3187	27.8727	27.8141	11.267000000000001	41.3173	51.4922	17.9501	23.0039	35.6579	21.823	50.7684	18.2431	25.7934	25.4255	9.43397	9.38832	16.8377	16.6134	32.6619	26.6458	19.6928	11.5718	26.4357	22.4695	26.4496	4.7843599999999995	32.6596	16.5888	21.7605	25.1073	20.5451	6.76342	12.5138	43.6725	10.7554	24.2882	17.0801	30.639	11.9435	21.2991	37.5946	45.3872	44.263000000000005	29.2206	14.0205	9.21562	6.418480000000001	9.018410000000001	39.3663	13.282	16.365	21.2202	20.3169	18.0095	7.24263	13.1795	10.2258	16.5907	18.9994	5.44371	19.6018	35.7292	32.2579	16.5933	41.0704	20.3345	13.7941	9.33181	15.7292	31.9931	20.8441	33.7889	19.3549	51.5221	42.2067	21.845	25.5015	13.7523	35.2812	31.8899	13.8091	32.1251	70.8583	43.5438	78.6984	21.3164	25.061	33.0154	48.0969	46.8803	24.0891	13.7311	30.6033	24.9453	15.1461	18.0431
ENSG00000165929|TC2N|protein_coding	44.5905	79.2895	22.5859	54.9428	34.1557	12.1947	9.7958	22.6868	77.7529	21.3924	26.8219	32.8106	112.699	43.8621	250.80700000000002	15.3638	15.6014	11.3836	27.2122	19.5019	8.43132	6.564780000000001	11.0525	19.3524	11.5238	119.075	0.505918	111.245	34.7051	24.0437	71.3947	17.3938	30.4279	11.9369	5.10841	86.2221	28.6978	14.5605	28.5838	18.332	45.2807	21.2561	20.31	27.8688	0.595733	1.66471	89.5956	15.1468	0.21775999999999998	4.65589	16.5616	39.6985	116.26700000000001	23.3018	60.1168	55.9181	23.3592	109.179	72.1415	17.609	14.0417	9.936810000000001	95.711	24.6369	10.8786	41.8792	40.3155	32.3143	41.3448	69.4223	27.3908	23.1609	20.6027	50.1623	43.5098	49.7166	45.2487	40.3704	87.5789	26.3193	22.4432	27.4473	46.7042	8.86102	8.01319	20.183	21.5485	60.8361	20.2711	47.0571	24.7623	42.6719	55.3851	19.8504	31.3871	25.9678	18.9855	10.7042	36.7168	11.7976	11.6057	18.1765	35.6813	42.4718	41.3028	35.2848	67.8887	8.77937	27.1571	16.1304	34.3625	69.2923	59.2644	18.0683	17.5206	26.4158	30.2388	9.39908	55.1624	26.7054	22.4236	61.2286	11.6304	39.8336	60.5511	25.238000000000003	87.8093	18.0662	85.6487	69.2878	180.628	81.6804	47.9386	81.2303	24.4168	16.2124	41.3518	13.1039	18.787	42.2741	84.3444	16.6376	57.3524	89.8139	16.0336	29.705	61.9484	9.81948	30.3764	5.16918	57.6692	13.4129	42.1259	9.10926	26.3737	60.3018	7.99288	99.9439	41.6662	98.8809	27.7417	11.0491	5.67005	42.5748	45.097	74.6321	14.6256	15.8479	13.8657	17.0977	28.9473	12.1811	8.414489999999999	5.51472	28.2896	13.0837	28.8005	9.43225	13.6196	19.1849	9.993889999999999	16.671	25.7113	8.84448	51.1357	74.6406	7.2713600000000005	10.8799
ENSG00000165959|CLMN|protein_coding	13.4296	9.67277	4.48257	4.1814599999999995	3.5885300000000004	19.5586	3.26868	15.9257	4.77674	11.7584	5.48453	8.000739999999999	13.6082	6.91443	10.9403	20.1568	52.3392	2.05951	8.10351	9.512139999999999	8.8795	1.80742	8.862160000000001	9.78161	1.56823	10.2842	3.86095	22.4958	15.613	11.0734	3.46201	5.2824	9.23174	4.77618	8.32767	30.1976	2.47852	4.09278	14.030999999999999	8.743160000000001	57.8395	6.81659	36.6017	12.394	1.4449	1.27245	4.020919999999999	6.636660000000001	1.69766	11.0693	3.3704199999999997	16.2794	3.7392	29.1604	3.4947	10.4939	15.3083	22.8863	8.33383	40.611999999999995	11.0211	2.7707599999999997	25.9525	13.1361	4.87135	6.97049	1.005	7.2406	2.43654	25.404	34.223	12.9845	5.09087	19.5936	1.65715	12.7191	8.64307	1.88635	6.01084	7.615310000000001	12.0921	15.5357	18.6799	23.5505	1.11011	11.8418	2.19004	23.8399	9.04252	1.6892900000000002	8.51711	14.4739	19.5025	4.57259	5.62582	11.7883	2.29345	11.9996	27.7592	8.04302	19.3864	4.666119999999999	3.1433299999999997	23.9541	5.63	18.3054	4.2689	7.12443	2.70688	2.71837	16.8999	10.3625	14.210999999999999	5.52051	11.2568	14.0448	31.1343	7.18708	7.466639999999999	8.31298	5.88497	7.14359	10.0664	17.7049	19.2804	8.373619999999999	6.00455	33.4753	13.9311	7.1414100000000005	7.448760000000001	13.1402	12.4915	35.1061	76.3247	42.8367	4.19625	7.137060000000001	22.8732	4.01245	13.8684	31.5946	11.1506	4.52286	4.53633	3.1713400000000003	6.33904	10.1559	16.1161	23.967	1.3889	3.2435	10.9356	3.3138900000000002	5.4276800000000005	17.2262	5.63336	7.800889999999999	7.38267	5.004919999999999	7.9032800000000005	9.23744	0.8627	6.78644	7.94468	7.5349699999999995	4.24925	15.1033	6.12031	2.4778	16.7537	16.3801	3.6524300000000003	2.63594	15.457	5.6923699999999995	24.0513	7.3865300000000005	6.50176	11.2657	11.4843	4.553030000000001	17.441	12.6883	6.45482	2.02925	11.1915	2.28218
ENSG00000166073|GPR176|protein_coding	12.0498	1.9686299999999999	7.64463	3.32609	4.00407	2.75244	2.98928	8.72489	1.69429	15.9537	2.39709	6.433680000000001	9.329939999999999	3.48155	8.15725	4.04127	7.35538	7.45125	14.1242	3.2309099999999997	6.387919999999999	0.45322399999999996	11.4165	9.95313	8.696	12.3032	14.7249	3.58711	6.6188	4.99817	9.48039	7.492380000000001	10.1344	23.5094	5.32595	12.6371	4.44236	7.55277	3.92181	27.4008	5.7239	2.66207	6.71899	5.36791	4.0004599999999995	4.588769999999999	1.09846	18.6194	13.4296	13.7273	3.24171	6.4261800000000004	1.3823	19.1941	88.7596	1.8750900000000001	7.731380000000001	4.32099	5.32118	9.52177	4.98923	3.05015	3.21707	2.96085	9.5974	6.29524	1.63201	8.21428	0.33168400000000003	5.6910099999999995	10.812999999999999	4.98843	4.75122	8.97514	4.72792	1.89075	7.460430000000001	2.37905	8.343069999999999	23.0435	14.9051	10.3966	5.06529	11.0987	8.7786	8.37202	3.68046	10.1881	13.5761	1.2408	6.41686	3.72289	8.61127	7.95812	1.99	3.21116	8.04451	9.17254	3.25692	17.7127	34.7814	10.1563	7.82406	24.7677	13.5942	33.5176	3.6817300000000004	1.6205	5.79985	5.824730000000001	8.13561	3.6071699999999995	3.54136	3.01057	4.88253	7.53458	4.69881	3.19634	5.15886	17.4412	5.29868	5.79291	9.02143	2.91113	3.5487300000000004	10.0162	1.96943	12.6902	7.88537	4.9271	1.31237	3.13972	8.94379	20.5403	17.4816	34.2203	1.58829	1.50335	2.6280900000000003	2.5582700000000003	5.33266	2.15596	8.429780000000001	4.01432	2.14758	4.5252099999999995	27.0282	2.1590700000000003	3.3914400000000002	4.09424	5.56265	1.50029	2.42578	6.9722800000000005	3.6643800000000004	4.62936	17.117	4.639869999999999	4.78924	4.33491	14.6788	16.9272	5.15789	29.5746	28.1386	4.00601	5.62	3.52215	8.960410000000001	1.88973	7.333410000000001	2.7641400000000003	0.851309	4.857819999999999	11.6635	4.36674	32.2903	1.72675	1.80105	1.84895	5.32076	9.75028	2.32753	2.4196	8.372010000000001	41.0337	17.0693	4.163119999999999
ENSG00000166130|IKBIP|protein_coding	10.4986	21.3611	7.85687	12.3887	11.7843	6.75385	11.8422	11.7689	14.4411	14.8511	11.7507	13.3194	13.751	17.0312	12.1599	9.49446	11.7172	11.2313	26.0085	9.22338	13.4463	4.23864	7.95248	16.0701	6.67085	23.9123	30.5409	8.032869999999999	14.1539	0.8356030000000001	19.1895	1.1909999999999998	14.6126	22.1349	13.86	15.9674	10.1665	18.7746	10.4292	7.65373	5.21206	8.46353	11.2476	14.7322	2.7690799999999998	15.7116	12.064	11.9088	34.2824	9.49535	12.4066	18.9283	8.17795	14.2765	12.5183	3.2763299999999997	16.0282	8.028039999999999	23.6877	12.6483	18.6394	12.335999999999999	5.884930000000001	18.2136	13.6718	23.5414	7.4006	9.269589999999999	11.2026	19.7917	13.2306	11.4741	7.41029	20.3137	24.5202	6.630089999999999	12.9993	10.3418	25.8563	16.0563	15.7551	15.4127	10.0451	21.4739	36.223	6.74069	6.30919	9.50475	9.41201	9.00796	10.176	12.1924	15.4802	13.1241	21.9259	8.14276	14.6192	15.6606	8.1166	9.02699	22.4401	11.3869	17.2641	11.8054	23.783	20.5679	7.75608	2.7176099999999996	7.27208	17.8586	20.6718	15.8598	7.8445	9.97907	28.4635	16.3561	13.2477	8.85263	8.74548	8.88791	12.0089	15.3987	12.0559	14.6193	13.3804	13.3608	8.7567	11.2251	18.493	12.6819	5.6075800000000005	18.5041	20.278	18.2176	19.6876	14.0917	8.331760000000001	8.0293	6.7248399999999995	6.27635	12.0636	7.195710000000001	12.1502	20.8012	11.9528	14.1271	4.31543	8.64137	9.32291	10.3231	35.0667	14.4124	13.8974	8.87614	7.71174	11.8238	12.254000000000001	13.6056	4.288469999999999	15.8692	14.6181	18.5915	13.2239	32.0074	14.5566	11.5541	8.61016	14.3284	12.3033	9.31361	12.8974	10.2438	7.813	15.773	24.3064	9.43029	13.0661	12.4506	4.97417	6.06688	17.1337	27.9613	7.0080100000000005	8.286669999999999	21.9017	8.921610000000001	9.9002	11.3012
ENSG00000166145|SPINT1|protein_coding	85.5528	93.4996	135.882	29.3837	66.9086	164.855	94.2896	212.02	157.874	138.225	101.30799999999999	168.0	110.58	173.612	423.285	253.824	228.295	135.207	51.2289	178.58	163.916	158.453	351.441	267.585	186.729	259.846	7.024	93.0607	142.55700000000002	25.662	70.87	39.582	219.859	372.469	109.06700000000001	135.838	197.795	83.9756	118.552	185.926	174.65900000000002	70.9077	143.80100000000002	74.4886	3.65637	42.8844	241.203	218.683	16.9322	164.99	114.73299999999999	323.074	112.505	154.268	348.892	182.859	117.71	287.182	102.665	247.165	198.282	56.6305	81.4797	67.0019	139.06	122.958	59.7931	66.3955	84.4051	101.304	118.648	119.361	223.50900000000001	326.504	112.965	119.04299999999999	155.937	78.7201	104.294	101.52600000000001	82.9257	61.4408	138.138	61.2714	147.07	124.095	126.352	98.7092	134.938	162.077	312.46299999999997	55.9126	93.1555	138.605	155.387	370.908	146.78799999999998	428.50800000000004	188.78599999999997	253.976	121.113	117.681	97.1684	121.198	114.167	196.71599999999998	275.758	139.532	75.7101	69.62899999999999	133.928	227.215	175.378	117.45700000000001	371.30800000000005	80.1797	265.796	58.4439	422.667	103.3	114.713	226.03099999999998	134.586	48.0252	210.967	185.565	203.16	138.015	402.39099999999996	154.654	428.936	196.97099999999998	201.36	176.396	153.815	89.4141	91.7452	83.8487	145.999	380.727	179.146	183.41400000000002	127.86200000000001	54.2678	70.0603	86.8184	240.40900000000002	88.9652	96.4716	358.73199999999997	187.232	103.796	115.064	175.67	145.11	68.7745	102.74799999999999	138.196	111.86	71.1765	243.78	145.767	43.687	113.45700000000001	566.286	164.72	466.605	145.89	79.6728	57.5217	75.4015	79.6909	91.8383	87.4517	174.59900000000002	338.895	151.488	65.5624	100.725	272.60900000000004	115.94	103.46	156.442	109.14	141.465	243.347	191.398	62.9829
ENSG00000166147|FBN1|protein_coding	10.9317	9.93247	39.9247	9.35856	20.2119	8.23506	14.4316	56.1457	1.9730900000000002	21.4654	14.9781	72.6176	27.2568	11.4901	48.6033	9.173910000000001	24.070999999999998	76.4404	135.11700000000002	18.4253	13.6363	1.47098	14.8492	57.2769	7.00497	150.975	48.6567	13.7044	64.4301	42.805	188.50599999999997	67.4123	47.8981	63.7356	5.12678	91.2963	7.988910000000001	28.9015	33.5553	12.4252	10.9314	30.6155	29.8371	8.87726	34.0756	6.51129	2.82134	5.9128300000000005	74.3767	26.4007	4.0932	42.9884	6.4137699999999995	9.42118	48.0007	5.24189	34.1486	33.3357	21.5642	26.615	4.0638	6.69935	5.1330599999999995	25.7506	13.8383	47.2153	2.0084	37.4571	0.315974	13.0205	57.8638	4.04188	16.1988	36.0079	15.222999999999999	9.798580000000001	110.07	11.4133	59.4892	59.771	81.6511	32.2174	28.3922	53.6771	20.1915	1.7449599999999998	3.19807	61.2361	8.15045	3.69501	24.0203	33.6087	24.9303	99.4265	11.2537	20.1118	23.1585	40.3372	7.4679899999999995	7.04218	126.836	23.7853	11.2957	23.7302	96.4391	31.1429	10.347000000000001	4.4915199999999995	5.8036900000000005	21.639	39.2123	12.1781	17.4149	20.7038	68.9197	51.7753	19.6546	8.10875	11.3471	17.3136	27.5026	44.8903	9.9696	10.0233	10.2645	84.1754	16.3362	23.2014	38.4827	70.3973	7.60505	11.7349	19.7179	73.837	64.9846	107.182	4.59848	5.40782	16.838	9.19502	26.6841	5.51167	25.7371	75.2627	4.92557	10.1186	4.4230599999999995	7.6760600000000005	5.7523	1.8483599999999998	23.7938	3.93971	7.9717199999999995	25.2031	17.1666	58.0401	17.4851	18.2302	7.70915	44.5973	22.2983	12.9202	17.5174	51.2474	28.0958	19.0123	11.0224	10.5256	30.6308	1.36236	46.106	9.26497	3.3071800000000002	5.463480000000001	52.6613	22.4772	80.9068	6.35591	5.158180000000001	9.06851	23.09	35.1782	12.0141	8.97545	33.9867	15.5468	17.7785	26.3172
