Generation	FeatureName	Importance
1	ENSG00000163104|SMARCAD1|protein_coding	0.000
1	ENSG00000163106|HPGDS|protein_coding	0.000
1	ENSG00000163121|NEURL3|protein_coding	0.000
1	ENSG00000163220|S100A9|protein_coding	0.000
1	ENSG00000163281|GNPDA2|protein_coding	0.003
1	ENSG00000163291|PAQR3|protein_coding	0.000
1	ENSG00000163357|DCST1|protein_coding	0.001
1	ENSG00000163435|ELF3|protein_coding	0.006
1	ENSG00000163481|RNF25|protein_coding	0.001
1	ENSG00000163512|AZI2|protein_coding	0.000
1	ENSG00000163596|ICA1L|protein_coding	0.000
1	ENSG00000163624|CDS1|protein_coding	0.005
1	ENSG00000163625|WDFY3|protein_coding	0.001
1	ENSG00000163694|RBM47|protein_coding	0.001
1	ENSG00000163746|PLSCR2|protein_coding	0.000
1	ENSG00000163932|PRKCD|protein_coding	0.000
1	ENSG00000163993|S100P|protein_coding	0.001
1	ENSG00000164086|DUSP7|protein_coding	0.001
1	ENSG00000164111|ANXA5|protein_coding	0.001
1	ENSG00000164506|STXBP5|protein_coding	0.004
1	ENSG00000164509|IL31RA|protein_coding	0.000
1	ENSG00000164574|GALNT10|protein_coding	0.000
1	ENSG00000164626|KCNK5|protein_coding	0.001
1	ENSG00000164695|CHMP4C|protein_coding	0.000
1	ENSG00000164741|DLC1|protein_coding	0.000
1	ENSG00000164855|TMEM184A|protein_coding	0.000
1	ENSG00000164920|OSR2|protein_coding	0.001
1	ENSG00000165091|TMC1|protein_coding	0.005
1	ENSG00000165125|TRPV6|protein_coding	0.001
1	ENSG00000165410|CFL2|protein_coding	0.003
1	ENSG00000165591|FAAH2|protein_coding	0.000
1	ENSG00000165617|DACT1|protein_coding	0.000
1	ENSG00000165794|SLC39A2|protein_coding	0.000
1	ENSG00000165891|E2F7|protein_coding	0.001
1	ENSG00000165912|PACSIN3|protein_coding	0.000
1	ENSG00000165915|SLC39A13|protein_coding	0.001
1	ENSG00000165929|TC2N|protein_coding	0.001
1	ENSG00000165959|CLMN|protein_coding	0.000
1	ENSG00000166073|GPR176|protein_coding	0.000
1	ENSG00000166130|IKBIP|protein_coding	0.001
1	ENSG00000166145|SPINT1|protein_coding	0.001
1	ENSG00000166147|FBN1|protein_coding	0.003
1	ENSG00000166450|PRTG|protein_coding	0.000
1	ENSG00000166510|CCDC68|protein_coding	0.000
1	ENSG00000166535|A2ML1|protein_coding	0.001
1	ENSG00000166780|C16orf45|protein_coding	0.000
1	ENSG00000166997|CNPY4|protein_coding	0.000
1	ENSG00000167183|PRR15L|protein_coding	0.001
1	ENSG00000167306|MYO5B|protein_coding	0.007
1	ENSG00000167608|TMC4|protein_coding	0.002
1	ENSG00000167642|SPINT2|protein_coding	0.000
1	ENSG00000167674|ENSG00000167674|protein_coding	0.000
1	ENSG00000167754|KLK5|protein_coding	0.001
1	ENSG00000167755|KLK6|protein_coding	0.000
1	ENSG00000167861|HID1|protein_coding	0.000
1	ENSG00000167880|EVPL|protein_coding	0.001
1	ENSG00000168143|FAM83B|protein_coding	0.000
1	ENSG00000168297|PXK|protein_coding	0.000
1	ENSG00000168447|SCNN1B|protein_coding	0.000
1	ENSG00000168453|HR|protein_coding	0.000
1	ENSG00000168961|LGALS9|protein_coding	0.000
1	ENSG00000169035|KLK7|protein_coding	0.000
1	ENSG00000169241|SLC50A1|protein_coding	0.000
1	ENSG00000169242|EFNA1|protein_coding	0.000
1	ENSG00000169554|ZEB2|protein_coding	0.004
1	ENSG00000169826|CSGALNACT2|protein_coding	0.001
1	ENSG00000169891|REPS2|protein_coding	0.000
1	ENSG00000170242|USP47|protein_coding	0.000
1	ENSG00000170374|SP7|protein_coding	0.000
1	ENSG00000170390|DCLK2|protein_coding	0.001
1	ENSG00000170417|TMEM182|protein_coding	0.000
1	ENSG00000170430|MGMT|protein_coding	0.000
1	ENSG00000170445|HARS|protein_coding	0.002
1	ENSG00000170456|DENND5B|protein_coding	0.000
1	ENSG00000170464|DNAJC18|protein_coding	0.000
1	ENSG00000170917|NUDT6|protein_coding	0.000
1	ENSG00000171124|FUT3|protein_coding	0.011
1	ENSG00000171219|CDC42BPG|protein_coding	0.007
1	ENSG00000171345|KRT19|protein_coding	0.000
1	ENSG00000171346|KRT15|protein_coding	0.000
1	ENSG00000171766|GATM|protein_coding	0.000
1	ENSG00000171806|METTL18|protein_coding	0.000
1	ENSG00000171951|SCG2|protein_coding	0.000
1	ENSG00000172073|TEX37|protein_coding	0.000
1	ENSG00000172243|CLEC7A|protein_coding	0.000
1	ENSG00000172382|PRSS27|protein_coding	0.001
1	ENSG00000172818|OVOL1|protein_coding	0.002
1	ENSG00000172819|RARG|protein_coding	0.000
1	ENSG00000172830|SSH3|protein_coding	0.000
1	ENSG00000173227|SYT12|protein_coding	0.002
1	ENSG00000173273|TNKS|protein_coding	0.000
1	ENSG00000173376|NDNF|protein_coding	0.000
1	ENSG00000173852|DPY19L1|protein_coding	0.000
1	ENSG00000174099|MSRB3|protein_coding	0.003
1	ENSG00000174292|TNK1|protein_coding	0.001
1	ENSG00000174915|PTDSS2|protein_coding	0.000
1	ENSG00000174950|CD164L2|protein_coding	0.001
1	ENSG00000175318|GRAMD2|protein_coding	0.001
1	ENSG00000175707|KDF1|protein_coding	0.002
1	ENSG00000175895|PLEKHF2|protein_coding	0.000
1	ENSG00000176387|HSD11B2|protein_coding	0.001
1	ENSG00000176532|PRR15|protein_coding	0.001
1	ENSG00000176658|MYO1D|protein_coding	0.001
1	ENSG00000176903|PNMA1|protein_coding	0.002
1	ENSG00000176945|MUC20|protein_coding	0.005
1	ENSG00000177311|ZBTB38|protein_coding	0.001
1	ENSG00000177707|NECTIN3|protein_coding	0.001
1	ENSG00000177791|MYOZ1|protein_coding	0.001
1	ENSG00000177989|ODF3B|protein_coding	0.001
1	ENSG00000178031|ADAMTSL1|protein_coding	0.000
1	ENSG00000178075|GRAMD1C|protein_coding	0.001
1	ENSG00000178750|STX19|protein_coding	0.007
1	ENSG00000178921|PFAS|protein_coding	0.001
1	ENSG00000179104|TMTC2|protein_coding	0.000
1	ENSG00000179178|TMEM125|protein_coding	0.000
1	ENSG00000179299|NSUN7|protein_coding	0.000
1	ENSG00000179627|ZBTB42|protein_coding	0.004
1	ENSG00000179862|CITED4|protein_coding	0.000
1	ENSG00000179913|B3GNT3|protein_coding	0.002
1	ENSG00000180432|CYP8B1|protein_coding	0.000
1	ENSG00000180921|FAM83H|protein_coding	0.000
1	ENSG00000181104|F2R|protein_coding	0.001
1	ENSG00000181274|FRAT2|protein_coding	0.000
1	ENSG00000181284|TMEM102|protein_coding	0.003
1	ENSG00000181392|SYNE4|protein_coding	0.001
1	ENSG00000181773|GPR3|protein_coding	0.000
1	ENSG00000181827|RFX7|protein_coding	0.000
1	ENSG00000181885|CLDN7|protein_coding	0.000
1	ENSG00000181904|C5orf24|protein_coding	0.001
1	ENSG00000182107|TMEM30B|protein_coding	0.001
1	ENSG00000182287|AP1S2|protein_coding	0.000
1	ENSG00000182534|MXRA7|protein_coding	0.002
1	ENSG00000182782|HCAR2|protein_coding	0.002
1	ENSG00000183160|TMEM119|protein_coding	0.000
1	ENSG00000183742|MACC1|protein_coding	0.007
1	ENSG00000183853|KIRREL|protein_coding	0.000
1	ENSG00000184012|TMPRSS2|protein_coding	0.000
1	ENSG00000184014|DENND5A|protein_coding	0.001
1	ENSG00000184363|PKP3|protein_coding	0.000
1	ENSG00000185989|RASA3|protein_coding	0.000
1	ENSG00000186160|CYP4Z1|protein_coding	0.000
1	ENSG00000186212|SOWAHB|protein_coding	0.000
1	ENSG00000186377|CYP4X1|protein_coding	0.000
1	ENSG00000186832|KRT16|protein_coding	0.002
1	ENSG00000186854|TRABD2A|protein_coding	0.000
1	ENSG00000186908|ZDHHC17|protein_coding	0.002
1	ENSG00000187109|NAP1L1|protein_coding	0.000
1	ENSG00000187554|TLR5|protein_coding	0.000
1	ENSG00000188112|C6orf132|protein_coding	0.000
1	ENSG00000188215|DCUN1D3|protein_coding	0.000
1	ENSG00000188313|PLSCR1|protein_coding	0.000
1	ENSG00000188505|NCCRP1|protein_coding	0.001
1	ENSG00000188766|SPRED3|protein_coding	0.000
1	ENSG00000188883|KLRG2|protein_coding	0.001
1	ENSG00000189051|RNF222|protein_coding	0.000
1	ENSG00000189143|CLDN4|protein_coding	0.001
1	ENSG00000189280|GJB5|protein_coding	0.000
1	ENSG00000189334|S100A14|protein_coding	0.001
1	ENSG00000189377|CXCL17|protein_coding	0.000
1	ENSG00000189410|SH2D5|protein_coding	0.000
1	ENSG00000189433|GJB4|protein_coding	0.001
1	ENSG00000196159|FAT4|protein_coding	0.000
1	ENSG00000196187|TMEM63A|protein_coding	0.000
1	ENSG00000196189|SEMA4A|protein_coding	0.007
1	ENSG00000196407|THEM5|protein_coding	0.000
1	ENSG00000196586|MYO6|protein_coding	0.000
1	ENSG00000196639|HRH1|protein_coding	0.000
1	ENSG00000196684|HSH2D|protein_coding	0.001
1	ENSG00000196781|TLE1|protein_coding	0.002
1	ENSG00000196872|KIAA1211L|protein_coding	0.003
1	ENSG00000196923|PDLIM7|protein_coding	0.001
1	ENSG00000196950|SLC39A10|protein_coding	0.000
1	ENSG00000197043|ANXA6|protein_coding	0.000
1	ENSG00000197070|ARRDC1|protein_coding	0.000
1	ENSG00000197165|SULT1A2|protein_coding	0.000
1	ENSG00000197217|ENTPD4|protein_coding	0.000
1	ENSG00000197256|KANK2|protein_coding	0.000
1	ENSG00000197279|ZNF165|protein_coding	0.000
1	ENSG00000197343|ZNF655|protein_coding	0.002
1	ENSG00000197479|PCDHB11|protein_coding	0.000
1	ENSG00000197506|SLC28A3|protein_coding	0.000
1	ENSG00000197535|MYO5A|protein_coding	0.001
1	ENSG00000197822|OCLN|protein_coding	0.000
1	ENSG00000197860|SGTB|protein_coding	0.000
1	ENSG00000197872|FAM49A|protein_coding	0.000
1	ENSG00000198125|MB|protein_coding	0.004
1	ENSG00000198189|HSD17B11|protein_coding	0.001
1	ENSG00000198355|PIM3|protein_coding	0.000
1	ENSG00000198612|COPS8|protein_coding	0.000
1	ENSG00000198730|CTR9|protein_coding	0.000
1	ENSG00000198791|CNOT7|protein_coding	0.000
1	ENSG00000198856|OSTC|protein_coding	0.000
1	ENSG00000203499|FAM83H-AS1|protein_coding	0.005
1	ENSG00000204217|BMPR2|protein_coding	0.000
1	ENSG00000204388|HSPA1B|protein_coding	0.000
1	ENSG00000204538|PSORS1C2|protein_coding	0.000
1	ENSG00000204564|C6orf136|protein_coding	0.000
1	ENSG00000204580|DDR1|protein_coding	0.001
1	ENSG00000204616|TRIM31|protein_coding	0.000
1	ENSG00000204618|RNF39|protein_coding	0.000
1	ENSG00000205060|SLC35B4|protein_coding	0.001
1	ENSG00000205220|PSMB10|protein_coding	0.000
1	ENSG00000205277|MUC12|protein_coding	0.000
1	ENSG00000205336|ADGRG1|protein_coding	0.000
1	ENSG00000205667|ARSH|protein_coding	0.000
1	ENSG00000205744|DENND1C|protein_coding	0.001
1	ENSG00000206418|RAB12|protein_coding	0.000
1	ENSG00000213465|ARL2|protein_coding	0.000
1	ENSG00000213937|CLDN9|protein_coding	0.000
1	ENSG00000213995|NAXD|protein_coding	0.000
1	ENSG00000214530|STARD10|protein_coding	0.000
1	ENSG00000215045|GRID2IP|protein_coding	0.002
1	ENSG00000215845|TSTD1|protein_coding	0.000
1	ENSG00000221963|APOL6|protein_coding	0.000
1	ENSG00000221988|PPT2|protein_coding	0.000
1	ENSG00000223573|TINCR|protein_coding	0.006
1	ENSG00000225526|MKRN2OS|protein_coding	0.002
1	ENSG00000230797|YY2|protein_coding	0.000
1	ENSG00000233493|TMEM238|protein_coding	0.000
1	ENSG00000235750|KIAA0040|protein_coding	0.000
1	ENSG00000235863|B3GALT4|protein_coding	0.001
1	ENSG00000237289|CKMT1B|protein_coding	0.006
1	ENSG00000237330|RNF223|protein_coding	0.000
1	ENSG00000237441|RGL2|protein_coding	0.000
1	ENSG00000241106|HLA-DOB|protein_coding	0.000
1	ENSG00000241484|ARHGAP8|protein_coding	0.001
1	ENSG00000241852|C8orf58|protein_coding	0.000
1	ENSG00000248405|PRR5-ARHGAP8|protein_coding	0.001
1	ENSG00000248871|TNFSF12-TNFSF13|protein_coding	0.000
1	ENSG00000253313|C1orf210|protein_coding	0.000
1	ENSG00000254445|HSPB2-C11orf52|protein_coding	0.001
1	ENSG00000255054|ENSG00000255054|protein_coding	0.000
1	ENSG00000255302|EID1|protein_coding	0.003
1	ENSG00000255339|ENSG00000255339|protein_coding	0.000
1	ENSG00000256500|ENSG00000256500|protein_coding	0.002
1	ENSG00000259371|ENSG00000259371|protein_coding	0.000
1	ENSG00000261130|ENSG00000261130|protein_coding	0.000
1	ENSG00000261150|EPPK1|protein_coding	0.002
1	ENSG00000261884|ENSG00000261884|protein_coding	0.000
1	ENSG00000262302|ENSG00000262302|protein_coding	0.000
1	ENSG00000262560|ENSG00000262560|protein_coding	0.000
1	ENSG00000264187|ENSG00000264187|protein_coding	0.000
1	ENSG00000267314|ENSG00000267314|protein_coding	0.002
1	ENSG00000267368|UPK3BL|protein_coding	0.000
1	ENSG00000267645|ENSG00000267645|protein_coding	0.000
1	ENSG00000267748|ENSG00000267748|protein_coding	0.000
1	ENSG00000269741|ENSG00000269741|protein_coding	0.001
1	ENSG00000270149|ENSG00000270149|protein_coding	0.000
1	ENSG00000270168|ENSG00000270168|protein_coding	0.002
1	ENSG00000271601|LIX1L|protein_coding	0.000
1	ENSG00000272398|CD24|protein_coding	0.000
1	ENSG00000272647|ENSG00000272647|protein_coding	0.002
1	ENSG00000272772|ENSG00000272772|protein_coding	0.002
1	ENSG00000273045|C2orf15|protein_coding	0.000
1	ENSG00000273217|ENSG00000273217|protein_coding	0.001
1	ENSG00000280273|ENSG00000280273|protein_coding	0.000
1	ENSG00000280778|ENSG00000280778|protein_coding	0.000
1	ENSG00000280987|ENSG00000280987|protein_coding	0.001
1	ENSG00000281991|TMEM265|protein_coding	0.000
1	ENSG00000283239|KBTBD11-OT1|protein_coding	0.000
1	ENSG00000283563|ENSG00000283563|protein_coding	0.000
2	ENSG00000002746|HECW1|protein_coding	0.004
2	ENSG00000005001|PRSS22|protein_coding	0.004
2	ENSG00000006047|YBX2|protein_coding	0.001
2	ENSG00000006555|TTC22|protein_coding	0.004
2	ENSG00000006576|PHTF2|protein_coding	0.001
2	ENSG00000006625|GGCT|protein_coding	0.000
2	ENSG00000007168|PAFAH1B1|protein_coding	0.000
2	ENSG00000007255|TRAPPC6A|protein_coding	0.000
2	ENSG00000007944|MYLIP|protein_coding	0.000
2	ENSG00000008283|CYB561|protein_coding	0.000
2	ENSG00000008323|PLEKHG6|protein_coding	0.010
2	ENSG00000010270|STARD3NL|protein_coding	0.000
2	ENSG00000011028|MRC2|protein_coding	0.000
2	ENSG00000011347|SYT7|protein_coding	0.002
2	ENSG00000012779|ALOX5|protein_coding	0.001
2	ENSG00000015479|MATR3|protein_coding	0.000
2	ENSG00000016402|IL20RA|protein_coding	0.000
2	ENSG00000026025|VIM|protein_coding	0.000
2	ENSG00000027075|PRKCH|protein_coding	0.000
2	ENSG00000035115|SH3YL1|protein_coding	0.000
2	ENSG00000039068|CDH1|protein_coding	0.017
2	ENSG00000047188|YTHDC2|protein_coding	0.000
2	ENSG00000049167|ERCC8|protein_coding	0.000
2	ENSG00000049192|ADAMTS6|protein_coding	0.000
2	ENSG00000049283|EPN3|protein_coding	0.025
2	ENSG00000052344|PRSS8|protein_coding	0.042
2	ENSG00000054179|ENTPD2|protein_coding	0.003
2	ENSG00000058272|PPP1R12A|protein_coding	0.002
2	ENSG00000059377|TBXAS1|protein_coding	0.000
2	ENSG00000059758|CDK17|protein_coding	0.001
2	ENSG00000062038|CDH3|protein_coding	0.000
2	ENSG00000064270|ATP2C2|protein_coding	0.000
2	ENSG00000064547|LPAR2|protein_coding	0.000
2	ENSG00000064999|ANKS1A|protein_coding	0.000
2	ENSG00000065361|ERBB3|protein_coding	0.009
2	ENSG00000065802|ASB1|protein_coding	0.006
2	ENSG00000066027|PPP2R5A|protein_coding	0.000
2	ENSG00000066629|EML1|protein_coding	0.002
2	ENSG00000066739|ATG2B|protein_coding	0.002
2	ENSG00000067560|RHOA|protein_coding	0.000
2	ENSG00000068366|ACSL4|protein_coding	0.000
2	ENSG00000068654|POLR1A|protein_coding	0.001
2	ENSG00000069869|NEDD4|protein_coding	0.000
2	ENSG00000070190|DAPP1|protein_coding	0.004
2	ENSG00000070759|TESK2|protein_coding	0.000
2	ENSG00000070961|ATP2B1|protein_coding	0.002
2	ENSG00000071073|MGAT4A|protein_coding	0.000
2	ENSG00000072364|AFF4|protein_coding	0.000
2	ENSG00000072858|SIDT1|protein_coding	0.003
2	ENSG00000072958|AP1M1|protein_coding	0.000
2	ENSG00000073350|LLGL2|protein_coding	0.002
2	ENSG00000073803|MAP3K13|protein_coding	0.000
2	ENSG00000076554|TPD52|protein_coding	0.000
2	ENSG00000076826|CAMSAP3|protein_coding	0.016
2	ENSG00000077684|JADE1|protein_coding	0.000
2	ENSG00000078070|MCCC1|protein_coding	0.000
2	ENSG00000078081|LAMP3|protein_coding	0.004
2	ENSG00000079150|FKBP7|protein_coding	0.000
2	ENSG00000081087|OSTM1|protein_coding	0.002
2	ENSG00000081791|KIAA0141|protein_coding	0.001
2	ENSG00000082126|MPP4|protein_coding	0.001
2	ENSG00000082146|STRADB|protein_coding	0.001
2	ENSG00000082458|DLG3|protein_coding	0.001
2	ENSG00000083307|GRHL2|protein_coding	0.021
2	ENSG00000083312|TNPO1|protein_coding	0.000
2	ENSG00000085433|WDR47|protein_coding	0.000
2	ENSG00000085449|WDFY1|protein_coding	0.001
2	ENSG00000085552|IGSF9|protein_coding	0.003
2	ENSG00000088002|SULT2B1|protein_coding	0.001
2	ENSG00000089356|FXYD3|protein_coding	0.026
2	ENSG00000091039|OSBPL8|protein_coding	0.001
2	ENSG00000091640|SPAG7|protein_coding	0.000
2	ENSG00000091831|ESR1|protein_coding	0.006
2	ENSG00000091879|ANGPT2|protein_coding	0.001
2	ENSG00000092295|TGM1|protein_coding	0.001
2	ENSG00000094755|GABRP|protein_coding	0.003
2	ENSG00000095066|HOOK2|protein_coding	0.000
2	ENSG00000095585|BLNK|protein_coding	0.002
2	ENSG00000099337|KCNK6|protein_coding	0.001
2	ENSG00000100095|SEZ6L|protein_coding	0.000
2	ENSG00000100100|PIK3IP1|protein_coding	0.001
2	ENSG00000100379|KCTD17|protein_coding	0.000
2	ENSG00000100842|EFS|protein_coding	0.001
2	ENSG00000100934|SEC23A|protein_coding	0.000
2	ENSG00000102038|SMARCA1|protein_coding	0.002
2	ENSG00000102181|CD99L2|protein_coding	0.001
2	ENSG00000102243|VGLL1|protein_coding	0.004
2	ENSG00000102271|KLHL4|protein_coding	0.002
2	ENSG00000102317|RBM3|protein_coding	0.000
2	ENSG00000102781|KATNAL1|protein_coding	0.001
2	ENSG00000102886|GDPD3|protein_coding	0.000
2	ENSG00000102890|ELMO3|protein_coding	0.003
2	ENSG00000102962|CCL22|protein_coding	0.000
2	ENSG00000102996|MMP15|protein_coding	0.002
2	ENSG00000103037|SETD6|protein_coding	0.000
2	ENSG00000103047|TANGO6|protein_coding	0.002
2	ENSG00000103067|ESRP2|protein_coding	0.003
2	ENSG00000103546|SLC6A2|protein_coding	0.000
2	ENSG00000104140|RHOV|protein_coding	0.007
2	ENSG00000104219|ZDHHC2|protein_coding	0.000
2	ENSG00000104375|STK3|protein_coding	0.000
2	ENSG00000104413|ESRP1|protein_coding	0.013
2	ENSG00000104643|MTMR9|protein_coding	0.005
2	ENSG00000104660|LEPROTL1|protein_coding	0.000
2	ENSG00000104691|UBXN8|protein_coding	0.000
2	ENSG00000104728|ARHGEF10|protein_coding	0.001
2	ENSG00000104808|DHDH|protein_coding	0.001
2	ENSG00000105141|CASP14|protein_coding	0.000
2	ENSG00000105289|TJP3|protein_coding	0.010
2	ENSG00000105329|TGFB1|protein_coding	0.000
2	ENSG00000105357|MYH14|protein_coding	0.008
2	ENSG00000105519|CAPS|protein_coding	0.001
2	ENSG00000105523|FAM83E|protein_coding	0.004
2	ENSG00000105605|CACNG7|protein_coding	0.000
2	ENSG00000105699|LSR|protein_coding	0.017
2	ENSG00000105854|PON2|protein_coding	0.000
2	ENSG00000107625|DDX50|protein_coding	0.000
2	ENSG00000107874|CUEDC2|protein_coding	0.000
2	ENSG00000108244|KRT23|protein_coding	0.002
2	ENSG00000108797|CNTNAP1|protein_coding	0.001
2	ENSG00000108961|RANGRF|protein_coding	0.000
2	ENSG00000109062|SLC9A3R1|protein_coding	0.001
2	ENSG00000109680|TBC1D19|protein_coding	0.000
2	ENSG00000109814|UGDH|protein_coding	0.000
2	ENSG00000110042|DTX4|protein_coding	0.002
2	ENSG00000110723|EXPH5|protein_coding	0.000
2	ENSG00000110841|PPFIBP1|protein_coding	0.000
2	ENSG00000110880|CORO1C|protein_coding	0.000
2	ENSG00000111145|ELK3|protein_coding	0.000
2	ENSG00000111348|ARHGDIB|protein_coding	0.000
2	ENSG00000111450|STX2|protein_coding	0.002
2	ENSG00000111490|TBC1D30|protein_coding	0.000
2	ENSG00000111615|KRR1|protein_coding	0.004
2	ENSG00000111679|PTPN6|protein_coding	0.000
2	ENSG00000111816|FRK|protein_coding	0.000
2	ENSG00000111860|CEP85L|protein_coding	0.001
2	ENSG00000112031|MTRF1L|protein_coding	0.001
2	ENSG00000112796|ENPP5|protein_coding	0.002
2	ENSG00000112812|PRSS16|protein_coding	0.000
2	ENSG00000113558|SKP1|protein_coding	0.001
2	ENSG00000113583|C5orf15|protein_coding	0.000
2	ENSG00000113621|TXNDC15|protein_coding	0.001
2	ENSG00000113658|SMAD5|protein_coding	0.001
2	ENSG00000113721|PDGFRB|protein_coding	0.001
2	ENSG00000114026|OGG1|protein_coding	0.002
2	ENSG00000114166|KAT2B|protein_coding	0.001
2	ENSG00000114353|GNAI2|protein_coding	0.001
2	ENSG00000114480|GBE1|protein_coding	0.000
2	ENSG00000115020|PIKFYVE|protein_coding	0.001
2	ENSG00000115339|GALNT3|protein_coding	0.000
2	ENSG00000115355|CCDC88A|protein_coding	0.010
2	ENSG00000115607|IL18RAP|protein_coding	0.000
2	ENSG00000115758|ODC1|protein_coding	0.000
2	ENSG00000115966|ATF2|protein_coding	0.000
2	ENSG00000116039|ATP6V1B1|protein_coding	0.000
2	ENSG00000116132|PRRX1|protein_coding	0.000
2	ENSG00000116670|MAD2L2|protein_coding	0.001
2	ENSG00000116809|ZBTB17|protein_coding	0.000
2	ENSG00000117115|PADI2|protein_coding	0.001
2	ENSG00000117266|CDK18|protein_coding	0.000
2	ENSG00000117385|P3H1|protein_coding	0.000
2	ENSG00000117480|FAAH|protein_coding	0.000
2	ENSG00000117595|IRF6|protein_coding	0.011
2	ENSG00000118496|FBXO30|protein_coding	0.000
2	ENSG00000118762|PKD2|protein_coding	0.007
2	ENSG00000118849|RARRES1|protein_coding	0.002
2	ENSG00000118965|WDR35|protein_coding	0.002
2	ENSG00000119004|CYP20A1|protein_coding	0.002
2	ENSG00000119411|BSPRY|protein_coding	0.011
2	ENSG00000120162|MOB3B|protein_coding	0.002
2	ENSG00000120278|PLEKHG1|protein_coding	0.000
2	ENSG00000121380|BCL2L14|protein_coding	0.000
2	ENSG00000121851|POLR3GL|protein_coding	0.000
2	ENSG00000122008|POLK|protein_coding	0.000
2	ENSG00000122591|FAM126A|protein_coding	0.000
2	ENSG00000123094|RASSF8|protein_coding	0.000
2	ENSG00000123416|TUBA1B|protein_coding	0.000
2	ENSG00000123485|HJURP|protein_coding	0.001
2	ENSG00000124107|SLPI|protein_coding	0.012
2	ENSG00000124507|PACSIN1|protein_coding	0.000
2	ENSG00000124602|UNC5CL|protein_coding	0.001
2	ENSG00000124743|KLHL31|protein_coding	0.000
2	ENSG00000125731|SH2D3A|protein_coding	0.002
2	ENSG00000125841|NRSN2|protein_coding	0.000
2	ENSG00000125850|OVOL2|protein_coding	0.001
2	ENSG00000126214|KLC1|protein_coding	0.002
2	ENSG00000126460|PRRG2|protein_coding	0.002
2	ENSG00000126698|DNAJC8|protein_coding	0.000
2	ENSG00000126773|PCNX4|protein_coding	0.001
2	ENSG00000126860|EVI2A|protein_coding	0.000
2	ENSG00000126878|AIF1L|protein_coding	0.001
2	ENSG00000127084|FGD3|protein_coding	0.002
2	ENSG00000127418|FGFRL1|protein_coding	0.001
2	ENSG00000127920|GNG11|protein_coding	0.001
2	ENSG00000127954|STEAP4|protein_coding	0.001
2	ENSG00000127955|GNAI1|protein_coding	0.001
2	ENSG00000128422|KRT17|protein_coding	0.003
2	ENSG00000128617|OPN1SW|protein_coding	0.000
2	ENSG00000128886|ELL3|protein_coding	0.002
2	ENSG00000129353|SLC44A2|protein_coding	0.001
2	ENSG00000129354|AP1M2|protein_coding	0.022
2	ENSG00000129455|KLK8|protein_coding	0.001
2	ENSG00000130487|KLHDC7B|protein_coding	0.001
2	ENSG00000130545|CRB3|protein_coding	0.005
2	ENSG00000130590|SAMD10|protein_coding	0.002
2	ENSG00000130701|RBBP8NL|protein_coding	0.001
2	ENSG00000130762|ARHGEF16|protein_coding	0.000
2	ENSG00000130768|SMPDL3B|protein_coding	0.003
2	ENSG00000130830|MPP1|protein_coding	0.000
2	ENSG00000131037|EPS8L1|protein_coding	0.000
2	ENSG00000131711|MAP1B|protein_coding	0.004
2	ENSG00000132031|MATN3|protein_coding	0.000
2	ENSG00000132321|IQCA1|protein_coding	0.001
2	ENSG00000132698|RAB25|protein_coding	0.027
2	ENSG00000132746|ALDH3B2|protein_coding	0.004
2	ENSG00000132825|PPP1R3D|protein_coding	0.000
2	ENSG00000132849|PATJ|protein_coding	0.000
2	ENSG00000133027|PEMT|protein_coding	0.000
2	ENSG00000133056|PIK3C2B|protein_coding	0.001
2	ENSG00000133195|SLC39A11|protein_coding	0.000
2	ENSG00000133477|FAM83F|protein_coding	0.008
2	ENSG00000133731|IMPA1|protein_coding	0.002
2	ENSG00000133962|CATSPERB|protein_coding	0.002
2	ENSG00000134072|CAMK1|protein_coding	0.004
2	ENSG00000134258|VTCN1|protein_coding	0.004
2	ENSG00000134313|KIDINS220|protein_coding	0.000
2	ENSG00000134317|GRHL1|protein_coding	0.015
2	ENSG00000134490|TMEM241|protein_coding	0.000
2	ENSG00000134533|RERG|protein_coding	0.000
2	ENSG00000134901|KDELC1|protein_coding	0.000
2	ENSG00000134982|APC|protein_coding	0.001
2	ENSG00000134996|OSTF1|protein_coding	0.001
2	ENSG00000135127|BICDL1|protein_coding	0.002
2	ENSG00000135374|ELF5|protein_coding	0.000
2	ENSG00000135378|PRRG4|protein_coding	0.002
2	ENSG00000135404|CD63|protein_coding	0.000
2	ENSG00000135480|KRT7|protein_coding	0.001
2	ENSG00000135525|MAP7|protein_coding	0.003
2	ENSG00000135549|PKIB|protein_coding	0.000
2	ENSG00000135750|KCNK1|protein_coding	0.000
2	ENSG00000135931|ARMC9|protein_coding	0.001
2	ENSG00000136155|SCEL|protein_coding	0.001
2	ENSG00000136237|RAPGEF5|protein_coding	0.001
2	ENSG00000136383|ALPK3|protein_coding	0.001
2	ENSG00000136457|CHAD|protein_coding	0.000
2	ENSG00000136695|IL36RN|protein_coding	0.000
2	ENSG00000136710|CCDC115|protein_coding	0.002
2	ENSG00000137094|DNAJB5|protein_coding	0.000
2	ENSG00000137288|UQCC2|protein_coding	0.000
2	ENSG00000137440|FGFBP1|protein_coding	0.000
2	ENSG00000137441|FGFBP2|protein_coding	0.000
2	ENSG00000137502|RAB30|protein_coding	0.001
2	ENSG00000137648|TMPRSS4|protein_coding	0.001
2	ENSG00000137709|POU2F3|protein_coding	0.020
